Airport,City,Continent,Country,IATA/FAA,Latitude,Longitude
Brandon,Brandon,North America,Canada,YBR,49.9,-99.95
Brochet,Brochet,North America,Canada,YBT,57.883333,-101.666667
Berens River,Berens River,North America,Canada,YBV,52.355556,-97.016667
Blanc Sablon,Blanc Sablon,North America,Canada,YBX,51.433333,-57.216667
Cambridge Bay,Cambridge Bay,North America,Canada,YCB,69.09847,-105.134697
Nanaimo,Nanaimo,North America,Canada,YCD,49.05,-123.866667
Nanaimo Harbour,Nanaimo,North America,Canada,ZNA,49.169022,-123.935652
Cortes Bay,Cortes Bay,North America,Canada,YCF,50.066667,-124.933333
Castlegar,Castlegar,North America,Canada,YCG,49.295556,-117.632222
Charlo,Charlo,North America,Canada,YCL,47.983333,-66.333333
Kugluktuk,Kugluktuk,North America,Canada,YCO,67.833333,-115.083333
Cross Lake,Cross Lake,North America,Canada,YCR,54.633333,-97.8
Chesterfield Inlet,Chesterfield Inlet,North America,Canada,YCS,63.333333,-90.716667
Clyde River,Clyde River,North America,Canada,YCY,70.416667,-68.5
Dawson City,Dawson City,North America,Canada,YDA,64.041667,-139.120833
Deer Lake,Deer Lake,North America,Canada,YDF,49.216667,-57.4
Dease Lake,Dease Lake,North America,Canada,YDL,58.583333,-130.033333
Nain,Nain,North America,Canada,YDP,56.533333,-61.666667
Dawson Creek,Dawson Creek,North America,Canada,YDQ,55.733333,-120.183333
Edmonton International,Edmonton,North America,Canada,YEG,53.309722,-113.579722
Arviat,Arviat,North America,Canada,YEK,61.116667,-94.05
Yellowknife,Yellowknife,North America,Canada,YZF,62.47,-114.450001
Fort Severn,Fort Severn,North America,Canada,YER,56.033333,-87.833333
Inuvik / Mike Zubko,Inuvik,North America,Canada,YEV,68.304167,-133.482778
Fort Albany,Fort Albany,North America,Canada,YFA,52.204161,-81.679873
Iqaluit,Iqaluit,North America,Canada,YFB,63.752222,-68.563889
Fredericton,Fredericton,North America,Canada,YFC,45.866667,-66.533333
Fort Hope,Fort Hope,North America,Canada,YFH,51.5,-88
Snare Lake,Snare Lake,North America,Canada,YFJ,64.1839,-114.0672
Flin Flon,Flin Flon,North America,Canada,YFO,54.683333,-101.683333
Fort Simpson,Fort Simpson,North America,Canada,YFS,61.75,-121.23333
Gillies Bay,Gillies Bay,North America,Canada,YGB,49.7,-124.533333
Gorge Harbor,Gorge Harbor,North America,Canada,YGE,50.083333,-124.95
Ganges Harbor,Ganges Harbor,North America,Canada,YGG,48.85,-123.5
Fort Good Hope,Fort Good Hope,North America,Canada,YGH,66.240833,-128.650833
Kingston,Kingston,North America,Canada,YGK,44.223306,-76.598396
La Grande,La Grande,North America,Canada,YGL,53.629722,-77.706389
Gods Narrows,Gods Narrows,North America,Canada,YGO,54.55,-94.483333
Gaspe,Gaspe,North America,Canada,YGP,48.775278,-64.478611
Iles De La Madeleine,Iles De La Madeleine,North America,Canada,YGR,47.366667,-61.900002
Igloolik,Igloolik,North America,Canada,YGT,69.4,-81.816667
Havre St Pierre,Havre St Pierre,North America,Canada,YGV,50.295481,-63.621826
Kuujjuarapik,Kuujjuarapik,North America,Canada,YGW,55.279167,-77.766667
Gillam,Gillam,North America,Canada,YGX,56.35,-94.7
Grise Fiord,Grise Fiord,North America,Canada,YGZ,76.417778,-82.957222
Dryden,Dryden,North America,Canada,YHD,49.831667,-92.744167
Ulukhaktok / Holman,Ulukhaktok,North America,Canada,YHI,70.762778,-117.806111
Gjoa Haven,Gjoa Haven,North America,Canada,YHK,68.637054,-95.878372
Hamilton,Hamilton,North America,Canada,YHM,43.166944,-79.930556
Hopedale,Hopedale,North America,Canada,YHO,55.448333,-60.229444
Poplar Hill,Poplar Hill,North America,Canada,YHP,52.083333,-94.3
Chevery,Chevery,North America,Canada,YHR,50.5,-59.5
Sechelt,Sechelt,North America,Canada,YHS,49.466667,-123.75
Halifax International,Halifax,North America,Canada,YHZ,44.883333,-63.516667
Pakuashipi,Pakuashipi,North America,Canada,YIF,51.216667,-58.666667
Ivujivik,Ivujivik,North America,Canada,YIK,62.41733,-77.92528
Pond Inlet,Pond Inlet,North America,Canada,YIO,72.683333,-78
Island Lake,Island Lake,North America,Canada,YIV,54.208333,-94.791667
Stephenville,Stephenville,North America,Canada,YJT,48.533333,-58.55
Kamloops,Kamloops,North America,Canada,YKA,50.699167,-120.438333
Kitchener / Waterloo,Kitchener / Waterloo,North America,Canada,YKF,43.460833,-80.378611
Kangirsuk,Kangirsuk,North America,Canada,YKG,60,-70
Schefferville,Schefferville,North America,Canada,YKL,54.80528,-66.80528
Waskaganish,Waskaganish,North America,Canada,YKQ,51.4875,-78.75
Chisasibi,Chisasibi,North America,Canada,YKU,53.833333,-79
Kimmirut / Lake Harbour,Kimmirut / Lake Harbour,North America,Canada,YLC,62.85,-69.883333
Wha Ti / Lac La Martre,Wha Ti / Lac La Martre,North America,Canada,YLE,63.15,-117.266668
Lansdowne House,Lansdowne House,North America,Canada,YLH,52.183333,-87.93
Lloydminster,Lloydminster,North America,Canada,YLL,53.3,-110.000001
Kelowna,Kelowna,North America,Canada,YLW,49.956111,-119.377778
Fort Mcmurray,Fort Mcmurray,North America,Canada,YMM,56.677778,-111.266668
Makkovik,Makkovik,North America,Canada,YMN,55.166667,-59.166667
Moosonee,Moosonee,North America,Canada,YMO,51.291111,-80.604167
Port McNeil,Port McNeil,North America,Canada,YMP,50.611111,-127.097222
Montreal St Hubert,Montreal,North America,Canada,YHU,45.51667,-73.41667
Montreal Mirabel,Montreal,North America,Canada,YMX,45.666667,-74.03
Montreal Pierre Elliott Trudeau,Montreal,North America,Canada,YUL,45.463889,-73.75
Chibougamau,Chibougamau,North America,Canada,YMT,49.778424,-74.527795
Natashquan,Natashquan,North America,Canada,YNA,50.183333,-61.8
Wemindji,Wemindji,North America,Canada,YNC,53,-78.816667
Norway House,Norway House,North America,Canada,YNE,53.954167,-97.845833
Points North Landing,Points North Landing,North America,Canada,YNL,58.275,-104.081111
North Spirit Lake,North Spirit Lake,North America,Canada,YNO,52.49,-92.9711
Natuashish,Natuashish,North America,Canada,YNP,55.913889,-61.184444
Nemiscau,Nemiscau,North America,Canada,YNS,51.69105,-76.13621
Old Crow,Old Crow,North America,Canada,YOC,67.583333,-139.833333
Oxford House,Oxford House,North America,Canada,YOH,54.95,-95.283333
High Level,High Level,North America,Canada,YOJ,58.618333,-117.168334
Ottawa Train Station,Ottawa,North America,Canada,XDS,45.416317,-75.650675
Ottawa Gatineau,Ottawa,North America,Canada,YND,45.52169,-75.56359
Ottawa International,Ottawa,North America,Canada,YOW,45.320833,-75.672778
Prince Albert,Prince Albert,North America,Canada,YPA,53.216667,-105.683333
Paulatuk,Paulatuk,North America,Canada,YPC,69.36111,-124.05861
Inukjuak,Inukjuak,North America,Canada,YPH,58.433333,-78.166667
Aupaluk,Aupaluk,North America,Canada,YPJ,59.3,-69.666667
Pitt Meadows,Pitt Meadows,North America,Canada,YPK,49.210932,-122.705455
Pickle Lake,Pickle Lake,North America,Canada,YPL,51.44639,-90.21417
Pikangikum,Pikangikum,North America,Canada,YPM,51.816667,-94
Port Menier,Port Menier,North America,Canada,YPN,49.833333,-64.283333
Peawanuck,Peawanuck,North America,Canada,YPO,54.983333,-85.433333
Prince Rupert Digby Island,Prince Rupert,North America,Canada,YPR,54.287222,-130.440833
Powell River,Powell River,North America,Canada,YPW,49.834135,-124.500589
Povungnituk,Povungnituk,North America,Canada,YPX,60.033333,-77.166667
Fort Chipewyan,Fort Chipewyan,North America,Canada,YPY,58.7625,-111.120833
Quebec,Quebec,North America,Canada,YQB,46.79227,-71.38431
Quaqtaq,Quaqtaq,North America,Canada,YQC,61.05,-69.63333
The Pas,The Pas,North America,Canada,YQD,53.97139,-101.09111
Red Deer,Red Deer,North America,Canada,YQF,52.176944,-113.893334
Windsor,Windsor,North America,Canada,YQG,42.266702,-82.960596
Kenora,Kenora,North America,Canada,YQK,49.7875,-94.358333
Lethbridge,Lethbridge,North America,Canada,YQL,49.631944,-112.791668
Comox,Comox,North America,Canada,YQQ,49.716667,-124.893333
Regina,Regina,North America,Canada,YQR,50.433333,-104.653333
Thunder Bay,Thunder Bay,North America,Canada,YQT,48.371944,-89.323889
Grande Prairie,Grande Prairie,North America,Canada,YQU,55.184167,-118.894445
Gander,Gander,North America,Canada,YQX,48.946667,-54.563333
Sydney,Sydney,North America,Canada,YQY,46.166667,-60.05
Quesnel,Quesnel,North America,Canada,YQZ,53.026667,-122.509722
Gameti (Rae Lakes),Gameti,North America,Canada,YRA,64.129184,-117.416039
Resolute,Resolute,North America,Canada,YRB,74.716667,-94.966667
Rigolet,Rigolet,North America,Canada,YRG,54.333333,-58.416667
Red Lake,Red Lake,North America,Canada,YRL,51.05,-93.816667
Red Sucker Lake,Red Sucker Lake,North America,Canada,YRS,54.166667,-93.583333
Rankin Inlet,Rankin Inlet,North America,Canada,YRT,62.75,-92.166667
Sudbury,Sudbury,North America,Canada,YSB,46.616667,-80.8
Stony Rapids,Stony Rapids,North America,Canada,YSF,59.25,-105.833333
Lutselke / Snowdrift,Lutselke / Snowdrift,North America,Canada,YSG,62.418611,-110.075557
Saint John,Saint John,North America,Canada,YSJ,45.316667,-65.883333
Sanikiluaq,Sanikiluaq,North America,Canada,YSK,56.55,-79.216667
Fort Smith,Fort Smith,North America,Canada,YSM,60.016667,-111.96667
Postville,Postville,North America,Canada,YSO,54.916667,-59.966667
Ste Therese Point,Ste Therese Point,North America,Canada,YST,53.8456,-94.8519
Salluit,Salluit,North America,Canada,YZG,62.2,-75.633333
Sachs Harbour,Sachs Harbour,North America,Canada,YSY,71.99088,-125.246887
Cape Dorset,Cape Dorset,North America,Canada,YTE,64.233333,-76.533333
Sullivan Bay,Sullivan Bay,North America,Canada,YTG,50.883333,-126.8
Thompson,Thompson,North America,Canada,YTH,55.8,-97.866667
Big Trout,Big Trout,North America,Canada,YTL,53.75,-90
Mont Tremblant,Mont Tremblant,North America,Canada,YTM,46.515556,-74.755278
Toronto Island,Toronto,North America,Canada,YTZ,43.6275,-79.39617
Toronto Pearson International,Toronto,North America,Canada,YYZ,43.683333,-79.633333
Tasiujuaq,Tasiujuaq,North America,Canada,YTQ,58.66712,-69.95729
Timmins,Timmins,North America,Canada,YTS,48.566667,-81.366667
Tuktoyaktuk,Tuktoyaktuk,North America,Canada,YUB,69.429103,-133.034477
Umiujaq,Umiujaq,North America,Canada,YUD,56.55,-76.55
Repulse Bay,Repulse Bay,North America,Canada,YUT,66.533333,-86.25
Hall Beach,Hall Beach,North America,Canada,YUX,68.783333,-81.25
Rouyn,Rouyn,North America,Canada,YUY,48.205556,-78.830556
Bonaventure,Bonaventure,North America,Canada,YVB,48.05,-65.483333
La Ronge,La Ronge,North America,Canada,YVC,55.151389,-105.261944
Qikiqtarjuaq,Qikiqtarjuaq,North America,Canada,YVM,67.583333,-63.833333
Val D'Or,Val D'Or,North America,Canada,YVO,48.052778,-77.782778
Kuujjuaq,Kuujjuaq,North America,Canada,YVP,58.101944,-68.406667
Norman Wells,Norman Wells,North America,Canada,YVQ,65.283333,-126.8
Vancouver Coal Harbour,Vancouver,North America,Canada,CXH,49.29851,-123.10404
Vancouver International,Vancouver,North America,Canada,YVR,49.187222,-123.185278
Deer Lake,Deer Lake,North America,Canada,YVZ,52.6558,-94.0614
Kangiqsujuaq,Kangiqsujuaq,North America,Canada,YWB,61.6,-71.95
Deline,Deline,North America,Canada,YWJ,65.183333,-123.41667
Wabush,Wabush,North America,Canada,YWK,52.95,-66.9
Williams Lake,Williams Lake,North America,Canada,YWL,52.184722,-122.044444
Webequie,Webequie,North America,Canada,YWP,52.959722,-87.368889
Whistler,Whistler,North America,Canada,YWS,50.15,-122.966667
Wrigley,Wrigley,North America,Canada,YWY,63.209722,-123.436667
Cranbrook,Cranbrook,North America,Canada,YXC,49.61222,-115.78194
Saskatoon,Saskatoon,North America,Canada,YXE,52.166667,-106.683333
Medicine Hat,Medicine Hat,North America,Canada,YXH,50.015833,-110.720834
Fort St John,Fort St John,North America,Canada,YXJ,56.233333,-120.733333
Sioux Lookout,Sioux Lookout,North America,Canada,YXL,50.116667,-91.902778
Whale Cove,Whale Cove,North America,Canada,YXN,62.233333,-92.6
Pangnirtung,Pangnirtung,North America,Canada,YXP,66.133333,-65.733333
Prince George,Prince George,North America,Canada,YXS,53.88694,-122.67849
Terrace,Terrace,North America,Canada,YXT,54.465556,-128.574444
London,London,North America,Canada,YXU,43.04,-81.15
Abbotsford,Abbotsford,North America,Canada,YXX,49.025556,-122.361944
Whitehorse,Whitehorse,North America,Canada,YXY,60.716667,-135.066667
Big Bay Yacht Club,Big Bay Yacht Club,North America,Canada,YYA,50.4,-123.133333
North Bay,North Bay,North America,Canada,YYB,46.365833,-79.421389
Calgary,Calgary,North America,Canada,YYC,51.114084,-114.021263
Smithers,Smithers,North America,Canada,YYD,54.825556,-127.180278
Fort Nelson,Fort Nelson,North America,Canada,YYE,58.833333,-122.583333
Penticton,Penticton,North America,Canada,YYF,49.464722,-119.6
Charlottetown,Charlottetown,North America,Canada,YYG,46.286111,-63.130556
Taloyoak,Taloyoak,North America,Canada,YYH,69.536198,-93.521118
Victoria Inner Harbor,Victoria,North America,Canada,YWH,48.423989,-123.370628
Victoria International,Victoria,North America,Canada,YYJ,48.648611,-123.423611
Churchill,Churchill,North America,Canada,YYQ,58.739167,-94.065
Goose Bay,Goose Bay,North America,Canada,YYR,53.316667,-60.4
St John's,St John's,North America,Canada,YYT,47.616944,-52.75
Kapuskasing,Kapuskasing,North America,Canada,YYU,49.4125,-82.470833
Mont Joli,Mont Joli,North America,Canada,YYY,48.6,-68.2
Sandspit,Sandspit,North America,Canada,YZP,53.254444,-131.812778
Coral Harbour,Coral Harbour,North America,Canada,YZS,64.2,-83.366667
Port Hardy,Port Hardy,North America,Canada,YZT,50.680556,-127.363889
Sept-Iles,Sept-Iles,North America,Canada,YZV,50.223333,-66.265556
Trail,Trail,North America,Canada,YZZ,49.055556,-117.609167
York Landing,York Landing,North America,Canada,ZAC,56.089444,-96.089167
Bathurst,Bathurst,North America,Canada,ZBF,47.629772,-65.738889
Bella Bella,Bella Bella,North America,Canada,ZEL,52.18156,-128.15552
Eastmain River,Eastmain,North America,Canada,ZEM,52.226389,-78.5225
Fort McPherson,Fort McPherson,North America,Canada,ZFM,67.407778,-134.860278
Tulita / Fort Norman,Tulita / Fort Norman,North America,Canada,ZFN,64.916667,-125.566668
Gods River,Gods River,North America,Canada,ZGI,54.839722,-94.078611
Gethsemani,Gethsemani,North America,Canada,ZGS,50.3339,-60.667201
Kashechewan,Kashechewan,North America,Canada,ZKE,52.2825,-81.677778
Kegashka,Kegashka,North America,Canada,ZKG,50.195833,-61.265833
La Tabatiere,La Tabatiere,North America,Canada,ZLT,50.830833,-58.975556
Masset,Masset,North America,Canada,ZMT,54.0275,-132.125278
Sachigo Lake,Sachigo Lake,North America,Canada,ZPB,53.891111,-92.196389
Round Lake,Round Lake,North America,Canada,ZRJ,52.943611,-91.312778
Sandy Lake,Sandy Lake,North America,Canada,ZSJ,53.064167,-93.34444
Tete-a-La-Baleine,Tete-a-La-Baleine,North America,Canada,ZTB,50.674444,-59.383611
Shamattawa,Shamattawa,North America,Canada,ZTM,55.865556,-92.081389
Churchill Falls,Churchill Falls,North America,Canada,ZUM,53.561944,-64.106389
Wollaston Lake,Wollaston Lake,North America,Canada,ZWL,58.106729,-103.173294
Acapulco,Acapulco,North America,Mexico,ACA,16.755556,-99.766944
Aguascalientes,Aguascalientes,North America,Mexico,AGU,21.7,-102.316667
Silao,Silao,North America,Mexico,BJX,20.987847,-101.47831
Ciudad Obregon,Ciudad Obregon,North America,Mexico,CEN,27.391944,-109.839167
Ciudad Juarez,Ciudad Juarez,North America,Mexico,CJS,31.63599,-106.42902
Colima,Colima,North America,Mexico,CLQ,19.276944,-103.5775
Ciudad Del Carmen,Ciudad Del Carmen,North America,Mexico,CME,18.65,-91.8
Campeche,Campeche,North America,Mexico,CPE,19.835,-90.509444
Chetumal,Chetumal,North America,Mexico,CTM,18.504667,-88.326847
Culiacan,Culiacan,North America,Mexico,CUL,24.764444,-107.474168
Cancun,Cancun,North America,Mexico,CUN,21.033333,-86.866667
Chihuahua,Chihuahua,North America,Mexico,CUU,28.702778,-105.964444
Cuernavaca,Cuernavaca,North America,Mexico,CVJ,18.835,-99.262222
Ciudad Victoria,Ciudad Victoria,North America,Mexico,CVM,23.713889,-98.965278
Cozumel,Cozumel,North America,Mexico,CZM,20.516667,-86.933333
Durango,Durango,North America,Mexico,DGO,24.125,-104.525
Guadalajara,Guadalajara,North America,Mexico,GDL,20.523889,-103.3125
Guaymas,Guaymas,North America,Mexico,GYM,27.955556,-110.930556
Hermosillo,Hermosillo,North America,Mexico,HMO,29.096389,-111.046111
Huatulco,Huatulco,North America,Mexico,HUX,15.768333,-96.235556
Ixtepec,Ixtepec,North America,Mexico,IZT,16.569167,-95.108333
La Paz,La Paz,North America,Mexico,LAP,24.125556,-110.298333
Los Mochis,Los Mochis,North America,Mexico,LMM,25.685278,-109.080833
Loreto,Loreto,North America,Mexico,LTO,25.983333,-111.35
Lazaro Cardenas,Lazaro Cardenas,North America,Mexico,LZC,18,-102.216667
Matamoros,Matamoros,North America,Mexico,MAM,25.770278,-97.523611
Mexico City Juarez International,Mexico City,North America,Mexico,MEX,19.435278,-99.072778
Merida,Merida,North America,Mexico,MID,20.933333,-89.65
Morelia,Morelia,North America,Mexico,MLM,19.833333,-101.016667
Minatitlan,Minatitlan,North America,Mexico,MTT,18.103333,-94.580556
Monterrey Gen Mariano Escobedo,Monterrey,North America,Mexico,MTY,25.766667,-100.1
Mexicali,Mexicali,North America,Mexico,MXL,32.633333,-115.233333
Mazatlan,Mazatlan,North America,Mexico,MZT,23.166837,-106.27028
Nuevo Laredo,Nuevo Laredo,North America,Mexico,NLD,27.434722,-99.566667
Oaxaca,Oaxaca,North America,Mexico,OAX,17,-96.733333
Poza Rica,Poza Rica,North America,Mexico,PAZ,20.602778,-97.460833
Puebla,Puebla,North America,Mexico,PBC,19.135,-98.3675
Piedras Negras,Piedras Negras,North America,Mexico,PDS,28.628377,-100.534086
Pinotepa Nacional,Pinotepa Nacional,North America,Mexico,PNO,16.3425,-98.069444
Palenque,Palenque,North America,Mexico,PQM,17.531767,-91.996422
Puerto Vallarta,Puerto Vallarta,North America,Mexico,PVR,20.686667,-105.265
Puerto Escondido,Puerto Escondido,North America,Mexico,PXM,15.865581,-97.069359
Queretaro,Queretaro,North America,Mexico,QRO,20.62,-100.190001
Reynosa,Reynosa,North America,Mexico,REX,26.0125,-98.23
San Felipe,San Felipe,North America,Mexico,SFH,30.9302,-114.809
San Jose Cabo,San Jose Cabo,North America,Mexico,SJD,23.166667,-109.7
San Luis Potosi,San Luis Potosi,North America,Mexico,SLP,22.177222,-100.988333
Saltillo,Saltillo,North America,Mexico,SLW,25.55,-100.916667
Tampico,Tampico,North America,Mexico,TAM,22.297514,-97.866383
Tapachula,Tapachula,North America,Mexico,TAP,14.794444,-92.37
Tuxtla Gutierrez,Tuxtla Gutierrez,North America,Mexico,TGZ,16.561944,-93.026111
Tijuana,Tijuana,North America,Mexico,TIJ,32.541389,-116.970278
Toluca,Toluca,North America,Mexico,TLC,19.336944,-99.566111
Tepic,Tepic,North America,Mexico,TPQ,21.419444,-104.8425
Torreon,Torreon,North America,Mexico,TRC,25.568333,-103.410833
Uruapan,Uruapan,North America,Mexico,UPN,19.411111,-102.047222
Veracruz,Veracruz,North America,Mexico,VER,19.15,-96.183333
Villahermosa,Villahermosa,North America,Mexico,VSA,17.996944,-92.8175
Zacatecas,Zacatecas,North America,Mexico,ZCL,22.897222,-102.686944
Ixtapa / Zihuatanejo,Ixtapa / Zihuatanejo,North America,Mexico,ZIH,17.643333,-101.555278
Manzanillo,Manzanillo,North America,Mexico,ZLO,19.144778,-104.558631
St Pierre,St Pierre,North America,St. Pierre and Miquelon,FSP,46.786897,-56.200562
Allentown,Allentown,North America,United States,ABE,40.654722,-75.438333
Abilene Municipal,Abilene,North America,United States,ABI,32.409444,-99.679722
Ambler,Ambler,North America,United States,ABL,67.0875,-157.845833
Albuquerque,Albuquerque,North America,United States,ABQ,35.042084,-106.609268
Aberdeen,Aberdeen,North America,United States,ABR,45.4525,-98.426111
Albany Dougherty County,Albany,North America,United States,ABY,31.532222,-84.196111
Nantucket,Nantucket,North America,United States,ACK,41.256667,-70.059722
Waco Municipal,Waco,North America,United States,ACT,31.607778,-97.230278
Arcata,Arcata,North America,United States,ACV,40.979167,-124.1075
Adak Island,Adak Island,North America,United States,ADK,51.882778,-176.644722
Kodiak,Kodiak,North America,United States,ADQ,57.754167,-152.483333
Camp Springs Andrews AFB,Camp Springs,North America,United States,ADW,38.816667,-76.866667
Allakaket,Allakaket,North America,United States,AET,66.561667,-152.658333
Alexandria Internation,Alexandria,North America,United States,AEX,31.333333,-92.55
Alexandria Esler Field,Alexandria,North America,United States,ESF,31.395,-92.296944
Angoon,Angoon,North America,United States,AGN,57.503889,-134.583333
Augusta Bush Field,Augusta,North America,United States,AGS,33.366389,-81.966944
Athens Ben Epps,Athens,North America,United States,AHN,33.9483,-83.3269
Alliance,Alliance,North America,United States,AIA,42.050567,-102.806625
Wainwright,Wainwright,North America,United States,AIN,70.633333,-160.033333
Atlantic City International,Atlantic City,North America,United States,ACY,39.45,-74.583333
Atka,Atka,North America,United States,AKB,52.217222,-174.200833
Akiak,Akiak,North America,United States,AKI,60.905556,-161.223333
Akhiok,Akhiok,North America,United States,AKK,56.944444,-154.166667
King Salmon,King Salmon,North America,United States,AKN,58.668611,-156.635556
Anaktuvuk,Anaktuvuk,North America,United States,AKP,68.1375,-151.74
Akron / Canton Regional,Akron,North America,United States,CAK,40.913889,-81.441667
Albany,Albany,North America,United States,ALB,42.745833,-73.805278
Waterloo,Waterloo,North America,United States,ALO,42.556111,-92.399722
Alamosa,Alamosa,North America,United States,ALS,37.436975,-105.865288
Walla Walla,Walla Walla,North America,United States,ALW,46.094722,-118.291111
Alitak,Alitak,North America,United States,ALZ,56.895833,-154.245833
Amarillo International,Amarillo,North America,United States,AMA,35.221082,-101.705589
Anchorage International,Anchorage,North America,United States,ANC,61.169167,-149.985278
Aniak,Aniak,North America,United States,ANI,61.566667,-159.533333
Anvik,Anvik,North America,United States,ANV,62.647778,-160.188889
Martinsburg,Martinsburg,North America,United States,AOO,40.297222,-78.32
Amook,Amook,North America,United States,AOS,57.466667,-153.833333
Naples,Naples,North America,United States,APF,26.152778,-81.775278
Alpena,Alpena,North America,United States,APN,45.081667,-83.555833
Arctic Village,Arctic Village,North America,United States,ARC,68.1375,-145.524444
Watertown,Watertown,North America,United States,ART,43.990833,-76.021389
Aspen,Aspen,North America,United States,ASE,39.224275,-106.86985
Atqasuk,Atqasuk,North America,United States,ATK,70.5,-157.333333
Atlanta Hartsfield-Jackson,Atlanta,North America,United States,ATL,33.640833,-84.427222
Atlanta De Kalb / Peachtree,Atlanta,North America,United States,PDK,33.87737,-84.30456
Atmautluak,Atmautluak,North America,United States,ATT,60.866944,-162.2675
Appleton,Appleton,North America,United States,ATW,44.258889,-88.521111
Watertown,Watertown,North America,United States,ATY,44.908889,-97.154167
Augusta,Augusta,North America,United States,AUG,44.318056,-69.796667
Alakanuk,Alakanuk,North America,United States,AUK,62.689167,-164.610833
Austin-Bergstrom,Austin,North America,United States,AUS,30.2,-97.666667
Wausau Central Wisconsin,Wausau,North America,United States,CWA,44.782222,-89.659167
Asheville,Asheville,North America,United States,AVL,35.435,-82.541111
Wilkes-Barre International,Wilkes-Barre,North America,United States,AVP,41.339167,-75.725833
Kalamazoo,Kalamazoo,North America,United States,AZO,42.236389,-85.553611
Baker Island,Baker Island,North America,United States,BAR,55.333333,-133.6
Bethel,Bethel,North America,United States,BET,60.784444,-161.831389
Bradford,Bradford,North America,United States,BFD,41.802222,-78.639444
Scottsbluff,Scottsbluff,North America,United States,BFF,41.873907,-103.595924
Bakersfield,Bakersfield,North America,United States,BFL,35.43,-119.052222
Binghamton,Binghamton,North America,United States,BGM,42.201389,-75.969167
Bangor,Bangor,North America,United States,BGR,44.807778,-68.827778
Bar Harbor,Bar Harbor,North America,United States,BHB,44.448889,-68.361667
Birmingham,Birmingham,North America,United States,BHM,33.563056,-86.755556
Block Island,Block Island,North America,United States,BID,41.166667,-71.579167
Billings,Billings,North America,United States,BIL,45.810376,-108.548012
Bismarck,Bismarck,North America,United States,BIS,46.772778,-100.745833
Bemidji,Bemidji,North America,United States,BJI,47.509722,-94.934722
Buckland,Buckland,North America,United States,BKC,65.978889,-161.126667
Beckley,Beckley,North America,United States,BKW,37.781944,-81.124167
Boulder City,Boulder City,North America,United States,BLD,35.9833,-114.8333
Bellingham,Bellingham,North America,United States,BLI,48.794444,-122.534722
Belleville,Belleville,North America,United States,BLV,38.542594,-89.853058
Bloomington-Normal,Bloomington-Normal,North America,United States,BMI,40.481944,-88.9275
Nashville,Nashville,North America,United States,BNA,36.126667,-86.681944
Boone,Boone,North America,United States,BNW,42.066667,-93.883333
Boise,Boise,North America,United States,BOI,43.562481,-116.226425
Boston Logan International,Boston,North America,United States,BOS,42.365,-71.005278
Beaumont Jefferson County,Beaumont,North America,United States,BPT,29.950833,-94.02
Brainerd,Brainerd,North America,United States,BRD,46.397222,-94.1375
Burlington,Burlington,North America,United States,BRL,40.786111,-91.123333
Brownsville,Brownsville,North America,United States,BRO,25.908889,-97.423333
Barrow Wiley Post / W.Rogers M,Barrow,North America,United States,BRW,71.283333,-156.769444
Barter Island,Barter Island,North America,United States,BTI,70.134722,-143.578333
Butte,Butte,North America,United States,BTM,45.951111,-112.493889
Baton Rouge Ryan,Baton Rouge,North America,United States,BTR,30.531667,-91.150556
Bettles,Bettles,North America,United States,BTT,66.915278,-151.526389
Burlington,Burlington,North America,United States,BTV,44.472778,-73.153056
Buffalo Niagara,Buffalo,North America,United States,BUF,42.941111,-78.736389
Burbank,Burbank,North America,United States,BUR,34.2,-118.357778
Baltimore Glenn L Martin,Baltimore,North America,United States,MTN,39.321667,-76.411667
Blytheville Municipal,Blytheville,North America,United States,HKA,35.94035,-89.83064
Bozeman,Bozeman,North America,United States,BZN,45.77782,-111.151772
Columbia Metropolitan,Columbia,North America,United States,CAE,33.936389,-81.115833
Fort Chaffee,Fort Chaffee,North America,United States,CCA,35.316667,-94.3
Concord,Concord,North America,United States,CCR,37.988889,-122.055556
Cold Bay,Cold Bay,North America,United States,CDB,55.199722,-162.719722
Cedar City,Cedar City,North America,United States,CDC,37.701479,-113.097382
Chadron,Chadron,North America,United States,CDR,42.835192,-103.097076
Cordova Mudhole Smith,Cordova,North America,United States,CDV,60.493056,-145.47
Cordova City,Cordova,North America,United States,CKU,60.55,-145.75
Crescent City,Crescent City,North America,United States,CEC,41.78,-124.235833
Central,Central,North America,United States,CEM,65.574722,-144.781944
Cortez,Cortez,North America,United States,CEZ,37.302733,-108.628006
Craig,Craig,North America,United States,CGA,55.479167,-133.146111
Cape Girardeau,Cape Girardeau,North America,United States,CGI,37.223611,-89.571667
Chattanooga,Chattanooga,North America,United States,CHA,35.036389,-85.203611
Chicago Gary Regional,Chicago,North America,United States,GYY,41.616667,-87.416667
Chicago Midway,Chicago,North America,United States,MDW,41.785,-87.751944
Chicago O'Hare International,Chicago,North America,United States,ORD,41.978056,-87.906111
Chicago Rockford,Chicago,North America,United States,RFD,42.195278,-89.097222
Charlottesville,Charlottesville,North America,United States,CHO,38.141389,-78.453056
Charleston,Charleston,North America,United States,CHS,32.899167,-80.038889
Chuathbaluk,Chuathbaluk,North America,United States,CHU,61.833333,-159
Chico,Chico,North America,United States,CIC,39.795833,-121.856667
