Airport,City,Continent,Country,IATA/FAA,Latitude,Longitude
Cedar Rapids,Cedar Rapids,North America,United States,CID,41.884444,-91.706111
Chalkyitsik,Chalkyitsik,North America,United States,CIK,66.648056,-143.729167
El Cajon,El Cajon,North America,United States,CJN,32.8,-116.966667
Clarksburg,Clarksburg,North America,United States,CKB,39.295556,-80.229444
Crooked Creek,Crooked Creek,North America,United States,CKD,61.870833,-158.100833
Chicken,Chicken,North America,United States,CKX,64.067778,-141.949167
Cleveland Burke Lakefront,Cleveland,North America,United States,BKL,41.516944,-81.683333
Cleveland Hopkins International,Cleveland,North America,United States,CLE,41.411944,-81.848056
College Station,College Station,North America,United States,CLL,30.589444,-96.364444
Port Angeles,Port Angeles,North America,United States,CLM,48.118889,-123.493611
Clarks Point,Clarks Point,North America,United States,CLP,58.843056,-158.543056
Calipatria,Calipatria,North America,United States,CLR,33.133333,-115.516667
Charlotte Douglas,Charlotte,North America,United States,CLT,35.219167,-80.935833
St. Pete–Clearwater International,Clearwater,North America,United States,PIE,27.916667,-82.683333
Port Columbus,Columbus,North America,United States,CMH,39.991111,-82.878333
Columbus Rickenbacker,Columbus,North America,United States,LCK,39.816667,-82.933333
Champaign,Champaign,North America,United States,CMI,40.039722,-88.279722
Hancock,Hancock,North America,United States,CMX,47.167778,-88.486389
Carlsbad,Carlsbad,North America,United States,CNM,32.337222,-104.262778
Moab,Moab,North America,United States,CNY,38.759444,-109.746112
Cody / Yellowstone,Cody / Yellowstone,North America,United States,COD,44.519031,-109.025917
Colorado Springs Peterson Field,Colorado Springs,North America,United States,COS,38.803865,-104.70108
Columbia,Columbia,North America,United States,COU,38.813611,-92.219167
Casper,Casper,North America,United States,CPR,42.903382,-106.462669
Corpus Christi International,Corpus Christi,North America,United States,CRP,27.772222,-97.501389
Charleston,Charleston,North America,United States,CRW,38.372778,-81.593056
Columbus Metropolitain,Columbus,North America,United States,CSG,32.513815,-84.941483
San Luis Obispo County,San Luis Obispo,North America,United States,SBP,35.236667,-120.639167
Cincinnati Northern Kentucky,Cincinnati,North America,United States,CVG,39.047778,-84.668611
Cincinnati Municipal,Cincinnati,North America,United States,LUK,39.033333,-84.666667
Clovis Municipal,Clovis,North America,United States,CVN,34.427302,-103.079224
Coldfoot,Coldfoot,North America,United States,CXF,67.266667,-150.166667
Chefornak,Chefornak,North America,United States,CYF,60.216667,-164.2
Cheyenne,Cheyenne,North America,United States,CYS,41.156686,-104.818153
Daytona Beach,Daytona Beach,North America,United States,DAB,29.1825,-81.052778
Dayton International,Dayton,North America,United States,DAY,39.9,-84.221111
Dubuque,Dubuque,North America,United States,DBQ,42.41,-90.710833
Dubois,Dubois,North America,United States,DBS,44.166667,-112.233334
Dodge City,Dodge City,North America,United States,DDC,37.761667,-99.965
Decatur,Decatur,North America,United States,DEC,39.834167,-88.868611
Denver International,Denver,North America,United States,DEN,39.862317,-104.675331
Dallas Love Field,Dallas,North America,United States,DAL,32.846944,-96.853333
Dallas Fort Worth International,Dallas,North America,United States,DFW,32.894444,-97.029723
Dothan,Dothan,North America,United States,DHN,31.32,-85.448333
Dickinson,Dickinson,North America,United States,DIK,46.833333,-102.9
Dillingham,Dillingham,North America,United States,DLG,59.05,-158.5
Duluth International,Duluth,North America,United States,DLH,46.8425,-92.190278
Dora Bay,Dora Bay,North America,United States,DOF,55.2125,-132.266667
Deering,Deering,North America,United States,DRG,66.080833,-162.733333
Durango La Plata,Durango,North America,United States,DRO,37.153202,-107.75322
Del Rio International,Del Rio,North America,United States,DRT,29.374397,-100.92041
Destin,Destin,North America,United States,DSI,30.383333,-86.5
Des Moines,Des Moines,North America,United States,DSM,41.533889,-93.656667
Detroit City,Detroit,North America,United States,DET,42.416667,-83.016667
Detroit Wayne County,Detroit,North America,United States,DTW,42.218611,-83.348611
Dubois,Dubois,North America,United States,DUJ,41.178333,-78.898889
Dutch Harbor,Dutch Harbor,North America,United States,DUT,53.901111,-166.535833
Devils Lake,Devils Lake,North America,United States,DVL,48.113056,-98.9075
Eagle,Eagle,North America,United States,EAA,64.776667,-141.148611
Kearney,Kearney,North America,United States,EAR,40.728333,-98.998889
Wenatchee,Wenatchee,North America,United States,EAT,47.399722,-120.207778
Eau Claire,Eau Claire,North America,United States,EAU,44.864444,-91.487222
Edna Bay,Edna Bay,North America,United States,EDA,55.95,-133.666667
Eek,Eek,North America,United States,EEK,60.216667,-162.016667
Vail Eagle County,Vail,North America,United States,EGE,39.642446,-106.919975
Egegik,Egegik,North America,United States,EGX,58.187719,-157.375202
Elko,Elko,North America,United States,EKO,40.823889,-115.789722
El Dorado,El Dorado,North America,United States,ELD,33.220556,-92.814722
Elim,Elim,North America,United States,ELI,64.613611,-162.270278
Elmira,Elmira,North America,United States,ELM,42.160833,-76.895278
El Paso International,El Paso,North America,United States,ELP,31.801111,-106.398611
Elfin Cove,Elfin Cove,North America,United States,ELV,58.183333,-136.316667
Emmonak,Emmonak,North America,United States,EMK,62.776944,-164.520833
Kenai,Kenai,North America,United States,ENA,60.5675,-151.251111
Erie,Erie,North America,United States,ERI,42.08,-80.178611
Errol,Errol,North America,United States,ERR,44.783333,-71.133333
Escanaba,Escanaba,North America,United States,ESC,45.720556,-87.086667
Deer Harbor Seaplane,Eastsound,North America,United States,DHB,48.618343,-123.007865
Eastsound,Eastsound,North America,United States,ESD,48.708333,-122.9125
Eugene,Eugene,North America,United States,EUG,44.120833,-123.2175
Evansville,Evansville,North America,United States,EVV,38.036667,-87.5325
Fall River,Fall River,North America,United States,EWB,41.676944,-70.959167
New Bern,New Bern,North America,United States,EWN,35.073611,-77.0425
Excursion Inlet,Excursion Inlet,North America,United States,EXI,58.420833,-135.447222
Key West International,Key West,North America,United States,EYW,24.556111,-81.759722
Fairbanks Eielson AFB,Fairbanks,North America,United States,EIL,64.85,-147.716667
Fairbanks International,Fairbanks,North America,United States,FAI,64.814444,-147.862778
Farmington,Farmington,North America,United States,FAM,37.761809,-90.428681
Fargo,Fargo,North America,United States,FAR,46.915556,-96.814722
Fresno Yosemite,Fresno,North America,United States,FAT,36.771111,-119.713611
Fayetteville Municipal,Fayetteville,North America,United States,FAY,34.989444,-78.881111
Friday Harbor SPB,Friday Harbor SPB,North America,United States,FBS,48.543611,-123.006111
Kalispell,Kalispell,North America,United States,FCA,48.312885,-114.252663
Franklin,Franklin,North America,United States,FKL,41.379167,-79.859722
Fond Du Lac,Fond Du Lac,North America,United States,FLD,43.771667,-88.484444
Fort Lauderdale Executive,Fort Lauderdale,North America,United States,FXE,26.19758,-80.17032
Florence,Florence,North America,United States,FLO,34.188889,-79.724444
Farmington,Farmington,North America,United States,FMN,36.741085,-108.230095
Fort Myers Page Field,Fort Myers,North America,United States,FMY,26.583333,-81.866667
Fort Myers Southwest Florida Reg,Fort Myers,North America,United States,RSW,26.536167,-81.755167
Flint,Flint,North America,United States,FNT,42.966667,-83.741667
Fort Dodge,Fort Dodge,North America,United States,FOD,42.5525,-94.189722
Friday Harbor,Friday Harbor,North America,United States,FRD,48.526389,-123.023889
Sioux Falls,Sioux Falls,North America,United States,FSD,43.578889,-96.740833
Fort Smith,Fort Smith,North America,United States,FSM,35.336111,-94.37
Fort Wayne,Fort Wayne,North America,United States,FWA,40.9783,-85.1881
Fort Yukon,Fort Yukon,North America,United States,FYU,66.581111,-145.208333
Fayetteville Northwest Arkansas Rgn,Fayetteville,North America,United States,XNA,36.281667,-94.306667
Galena,Galena,North America,United States,GAL,64.736389,-156.931667
Gambell,Gambell,North America,United States,GAM,63.766667,-171.7375
Great Bend,Great Bend,North America,United States,GBD,38.347222,-98.864167
Gillette,Gillette,North America,United States,GCC,44.348159,-105.542221
Garden City,Garden City,North America,United States,GCK,37.928611,-100.729722
Grand Canyon Pulliam Field,Grand Canyon,North America,United States,FLG,35.140278,-111.669167
Grand Canyon National Park,Grand Canyon,North America,United States,GCN,35.955221,-112.145004
Glendive,Glendive,North America,United States,GDV,47.138826,-104.806137
Spokane International,Spokane,North America,United States,GEG,47.616944,-117.537222
Grand Forks,Grand Forks,North America,United States,GFK,47.951944,-97.178611
Gladewater,Gladewater,North America,United States,GGG,32.386667,-94.715278
Glasgow,Glasgow,North America,United States,GGW,48.212091,-106.616135
Grand Junction,Grand Junction,North America,United States,GJT,39.118608,-108.515053
Greenville,Greenville,North America,United States,GLH,33.484444,-90.985
Golovin,Golovin,North America,United States,GLV,64.544167,-163.0375
Goodnews Bay,Goodnews Bay,North America,United States,GNU,59.1125,-161.580556
Gainesville,Gainesville,North America,United States,GNV,29.689722,-82.275833
Gulfport,Gulfport,North America,United States,GPT,30.406111,-89.070278
Green Bay,Green Bay,North America,United States,GRB,44.488056,-88.130556
Grand Island,Grand Island,North America,United States,GRI,40.967222,-98.306667
Grand Rapids,Grand Rapids,North America,United States,GRR,42.881111,-85.524167
Greensboro / High Point,Greensboro / High Point,North America,United States,GSO,36.091944,-79.942778
Greenville-Spartanburg,Greenville,North America,United States,GSP,34.896069,-82.21859
Gustavus Arpt,Gustavus,North America,United States,GST,58.4275,-135.705
Great Falls International,Great Falls,North America,United States,GTF,47.484265,-111.361885
Gunnison,Gunnison,North America,United States,GUC,38.532859,-106.939888
Harrisburg Skyport,Harrisburg,North America,United States,HAR,40.216111,-76.852222
Harrisburg International,Harrisburg,North America,United States,MDT,40.193056,-76.762222
Holy Cross,Holy Cross,North America,United States,HCR,62.188889,-159.771667
Hayden,Hayden,North America,United States,HDN,40.482471,-107.221756
Hartford Bradley International,Hartford,North America,United States,BDL,41.938611,-72.683333
Hartford Brainard,Hartford,North America,United States,HFD,41.733056,-72.65
Hagerstown,Hagerstown,North America,United States,HGR,39.707778,-77.73
Hilton Head,Hilton Head,North America,United States,HHH,32.216667,-80.683333
Hibbing,Hibbing,North America,United States,HIB,47.388611,-92.838611
Healy Lake,Healy Lake,North America,United States,HKB,63.866667,-148.966667
Branson,Branson,North America,United States,BKG,36.53208,-93.20055
Helena,Helena,North America,United States,HLN,46.605582,-111.981239
Hoonah,Hoonah,North America,United States,HNH,58.098056,-135.403333
Honolulu International,Honolulu,North America,United States,HNL,21.325833,-157.921667
Hana,Hana,North America,United States,HNM,20.795833,-156.018889
Haines,Haines,North America,United States,HNS,59.245833,-135.518889
Hobbs Lea County,Hobbs,North America,United States,HOB,32.688611,-103.216944
Homer,Homer,North America,United States,HOM,59.645278,-151.476389
Hot Springs,Hot Springs,North America,United States,HOT,34.478889,-93.096112
Houston Hobby,Houston,North America,United States,HOU,29.645,-95.278611
Houston George Bush Intercntl.,Houston,North America,United States,IAH,29.983333,-95.34
Hooper Bay,Hooper Bay,North America,United States,HPB,61.525,-166.145278
Westchester County,Westchester County,North America,United States,HPN,41.068889,-73.707778
Harlingen,Harlingen,North America,United States,HRL,26.233333,-97.65
Harrison,Harrison,North America,United States,HRO,36.261667,-93.155556
Huslia,Huslia,North America,United States,HSL,65.7025,-156.375
Huntsville International,Huntsville,North America,United States,HSV,34.642778,-86.775556
Ashland,Ashland,North America,United States,HTS,38.366944,-82.556111
Hughes Municipal,Hughes,North America,United States,HUS,66.040556,-154.263333
New Haven,New Haven,North America,United States,HVN,41.265278,-72.888333
Havre,Havre,North America,United States,HVR,48.542296,-109.761314
Hyannis,Hyannis,North America,United States,HYA,41.665833,-70.280556
Hydaburg,Hydaburg,North America,United States,HYG,55.206667,-132.826667
Hollis,Hollis,North America,United States,HYL,55.48182,-132.646265
Hays,Hays,North America,United States,HYS,38.846111,-99.274167
Niagara Falls,Niagara Falls,North America,United States,IAG,43.1,-78.95
Kiana,Kiana,North America,United States,IAN,66.975556,-160.430556
Wichita Mid-Continent,Wichita,North America,United States,ICT,37.6525,-97.428333
Idaho Falls,Idaho Falls,North America,United States,IDA,43.515693,-112.07119
Bullhead City,Bullhead City,North America,United States,IFP,35.156111,-114.559444
Igiugig,Igiugig,North America,United States,IGG,59.316667,-155.9
Nikolski,Nikolski,North America,United States,IKO,52.941667,-168.85
Killeen Gray AAF,Killeen,North America,United States,GRK,31.059846,-97.822952
Iliamna,Iliamna,North America,United States,ILI,59.752778,-154.908333
Wilmington,Wilmington,North America,United States,ILM,34.266944,-77.903889
Iron Mountain,Iron Mountain,North America,United States,IMT,45.815556,-88.114167
Indianapolis,Indianapolis,North America,United States,IND,39.728889,-86.281667
International Falls,International Falls,North America,United States,INL,48.563056,-93.404167
Winston-Salem,Winston-Salem,North America,United States,INT,36.1343,-80.2229
Imperial County,Imperial,North America,United States,IPL,32.837222,-115.574722
Williamsport,Williamsport,North America,United States,IPT,41.242222,-76.920556
Circle,Circle,North America,United States,IRC,65.829167,-144.063889
Kirksville,Kirksville,North America,United States,IRK,40.0925,-92.543889
Williston,Williston,North America,United States,ISN,48.176111,-103.636111
Islip,Islip,North America,United States,ISP,40.795278,-73.100278
Ithaca,Ithaca,North America,United States,ITH,42.490278,-76.458056
Hilo,Hilo,North America,United States,ITO,19.723611,-155.058056
Ironwood,Ironwood,North America,United States,IWD,46.525556,-90.131667
Jackson Hole,Jackson,North America,United States,JAC,43.606996,-110.737724
Jackson-Evers International,Jackson,North America,United States,JAN,32.314121,-90.075188
Jacksonville International,Jacksonville,North America,United States,JAX,30.4925,-81.689722
Jonesboro,Jonesboro,North America,United States,JBR,35.83,-90.648333
Kapalua,Kapalua,North America,United States,JHM,20.964722,-156.676667
Jamestown,Jamestown,North America,United States,JHW,42.150556,-79.258056
Joplin,Joplin,North America,United States,JLN,37.149722,-94.497778
Jamestown,Jamestown,North America,United States,JMS,46.93,-98.678333
Juneau,Juneau,North America,United States,JNU,58.355556,-134.574722
Johnstown,Johnstown,North America,United States,JST,40.316667,-78.834444
Kake,Kake,North America,United States,KAE,56.963977,-133.917332
Kaltag,Kaltag,North America,United States,KAL,64.321944,-158.736111
Birch Creek,Birch Creek,North America,United States,KBC,66.266667,-145.8
Coffman Cove,Coffman Cove,North America,United States,KCC,55.983333,-132.833333
Chignik Fisheries,Chignik,North America,United States,KCG,56.310833,-158.373611
Chignik Lagoon,Chignik,North America,United States,KCL,56.311395,-158.536577
Chignik Lake,Chignik,North America,United States,KCQ,56.255462,-158.775702
Nanwalek,Nanwalek,North America,United States,KEB,59.352778,-151.922222
Kenmore Air Harbor,Kenmore Air Harbor,North America,United States,KEH,47.75655,-122.259979
Ekwok,Ekwok,North America,United States,KEK,59.355278,-157.4775
False Pass,False Pass,North America,United States,KFP,54.849167,-163.409167
New Koliganek,New Koliganek,North America,United States,KGK,59.8,-157.233333
Grayling,Grayling,North America,United States,KGX,62.895278,-160.0625
Koyuk,Koyuk,North America,United States,KKA,64.939444,-161.15
Kitoi Bay,Kitoi Bay,North America,United States,KKB,58.183333,-152.35
Kongiganak,Kongiganak,North America,United States,KKH,59.966667,-162.75
Akiachak,Akiachak,North America,United States,KKI,60.906944,-161.422222
Kalskag,Kalskag,North America,United States,KLG,61.538333,-160.324444
Levelock,Levelock,North America,United States,KLL,59.118611,-156.863333
Larsen Bay,Larsen Bay,North America,United States,KLN,57.533333,-154
Klawock,Klawock,North America,United States,KLW,55.554612,-133.101554
Manokotak,Manokotak,North America,United States,KMO,58.984444,-159.035833
Moser Bay,Moser Bay,North America,United States,KMY,57.02556,-154.14583
Kakhonak,Kakhonak,North America,United States,KNK,59.433333,-154.85
New Stuyahok,New Stuyahok,North America,United States,KNW,59.452222,-157.329722
Kona,Kona,North America,United States,KOA,19.733333,-156.05
Kotlik,Kotlik,North America,United States,KOT,63.029722,-163.560278
Olga Bay,Olga Bay,North America,United States,KOY,57.162222,-154.2275
Ouzinkie SPB,Ouzinkie,North America,United States,KOZ,57.921777,-152.507057
Point Baker,Point Baker,North America,United States,KPB,56.333333,-133.583333
Kipnuk,Kipnuk,North America,United States,KPN,59.933333,-164.05
Port Williams,Port Williams,North America,United States,KPR,58.433333,-152.583333
