Airport,Airport_ID,City,Continent,Country,IATA/FAA,Latitude,Longitude
Mehrabad International Airport,2215,Tehran,Middle East,Iran,THR,35.689722,51.315833
Birjand,2216,Birjand,Middle East,Iran,XBJ,32.894723,59.281368
Asaloyeh Persian Gulf International,2217,Asaloyeh,Middle East,Iran,PGU,27.3672,52.7339
Yasouj,2218,Yasouj,Middle East,Iran,YES,30.7005,51.5451
Zahedan,2219,Zahedan,Middle East,Iran,ZAH,29.461944,60.906944
Chah-Bahar,2220,Chah-Bahar,Middle East,Iran,ZBR,25.44335,60.38211
Amman Civil - Marka,2221,Amman,Middle East,Jordan,ADJ,31.95,35.983333
Amman Queen Alia,2222,Amman,Middle East,Jordan,AMM,31.716667,36
Aqaba,2223,Aqaba,Middle East,Jordan,AQJ,29.611619,35.018067
Kuwait,2224,Kuwait,Middle East,Kuwait,KWI,29.230278,47.975278
Beirut,2225,Beirut,Middle East,Lebanon,BEY,33.812778,35.490278
Duqm International,2226,Duqm,Middle East,Oman,DQM,19.5,57.642778
Khasab,2227,Khasab,Middle East,Oman,KHS,26.183333,56.233333
Muscat,2228,Muscat,Middle East,Oman,MCT,23.591667,58.279167
Salalah,2229,Salalah,Middle East,Oman,SLL,17.036389,54.101667
Hamad International,2230,Doha,Middle East,Qatar,DOH,25.273056,51.608056
Al-Baha,2231,Al-Baha,Middle East,Saudi Arabia,ABT,20.285556,41.633333
Abha,2232,Abha,Middle East,Saudi Arabia,AHB,18.233333,42.65
Jouf,2233,Jouf,Middle East,Saudi Arabia,AJF,29.78513,40.10001
Al `Ula,2234,Al `Ula,Middle East,Saudi Arabia,ULH,26.63333,37.916667
Qaisumah,2235,Qaisumah,Middle East,Saudi Arabia,AQI,28.328056,46.130556
Bisha,2236,Bisha,Middle East,Saudi Arabia,BHH,19.986111,42.625
Dammam,2237,Dammam,Middle East,Saudi Arabia,DMM,26.466667,49.8
Dawadmi,2238,Dawadmi,Middle East,Saudi Arabia,DWD,24.449722,44.121111
Nejran,2239,Nejran,Middle East,Saudi Arabia,EAM,17.611667,44.429722
Wedjh,2240,Wedjh,Middle East,Saudi Arabia,EJH,26.2,36.483333
Gassim,2241,Gassim,Middle East,Saudi Arabia,ELQ,26.303333,43.770833
Jazan,2242,Jazan,Middle East,Saudi Arabia,GIZ,16.901111,42.585833
Hail,2243,Hail,Middle East,Saudi Arabia,HAS,27.43792,41.68629
Alahsa,2244,Alahsa,Middle East,Saudi Arabia,HOF,25.28531,49.48519
Jeddah,2245,Jeddah,Middle East,Saudi Arabia,JED,21.683333,39.15
King Khalid Mil. City,2246,King Khalid Mil. City,Middle East,Saudi Arabia,KMC,27.900278,45.518611
Madinah,2247,Madinah,Middle East,Saudi Arabia,MED,24.545,39.721111
Arar,2248,Arar,Middle East,Saudi Arabia,RAE,30.9,41.133333
Rafha,2249,Rafha,Middle East,Saudi Arabia,RAH,29.630278,43.481111
Riyadh,2250,Riyadh,Middle East,Saudi Arabia,RUH,24.966667,46.7
Sharurah,2251,Sharurah,Middle East,Saudi Arabia,SHW,17.416667,47.1
Taif,2252,Taif,Middle East,Saudi Arabia,TIF,21.488333,40.543333
Turaif,2253,Turaif,Middle East,Saudi Arabia,TUI,31.695,38.631667
Tabuk,2254,Tabuk,Middle East,Saudi Arabia,TUU,28.372222,36.625278
Gurayat,2255,Gurayat,Middle East,Saudi Arabia,URY,31.333333,37.333333
Wadi Ad Dawasir,2256,Wadi Ad Dawasir,Middle East,Saudi Arabia,WAE,20.5,45.166667
Yanbu,2257,Yanbu,Middle East,Saudi Arabia,YNB,24.116667,38.066667
Aleppo,2258,Aleppo,Middle East,Syria,ALP,36.180833,37.226667
Damascus,2259,Damascus,Middle East,Syria,DAM,33.413889,36.517778
Kameshli,2260,Kameshli,Middle East,Syria,KAC,37.027778,41.198611
Latakia,2261,Latakia,Middle East,Syria,LTK,35.407626,35.94512
Adana,2262,Adana,Middle East,Turkey,ADA,36.983611,35.280833
Adiyaman,2263,Adiyaman,Middle East,Turkey,ADF,37.731369,38.468936
Agri,2264,Agri,Middle East,Turkey,AJI,39.65,43.025
Ankara Esenboga,2265,Ankara,Middle East,Turkey,ESB,40.133333,33
Antalya,2266,Antalya,Middle East,Turkey,AYT,36.905556,30.790556
Eskisehir,2267,Eskisehir,Middle East,Turkey,AOE,39.784138,30.582111
Batman,2268,Batman,Middle East,Turkey,BAL,37.916667,41.083333
Bingöl,2269,Bingöl,Middle East,Turkey,BGG,38.861111,40.5925
Bodrum,2270,Bodrum,Middle East,Turkey,BJV,37.25,27.683333
Canakkale,2271,Canakkale,Middle East,Turkey,CKZ,40.133333,26.4
Dalaman,2272,Dalaman,Middle East,Turkey,DLM,36.716667,28.783333
Denizli Cardak,2273,Denizli Cardak,Middle East,Turkey,DNZ,37.787222,29.703333
Diyarbakir,2274,Diyarbakir,Middle East,Turkey,DIY,37.895278,40.203056
Edremit / Korfez,2275,Edremit / Korfez,Middle East,Turkey,EDO,39.583333,27.033333
Elazig,2276,Elazig,Middle East,Turkey,EZS,38.608333,39.291667
Erzincan,2277,Erzincan,Middle East,Turkey,ERC,39.711667,39.516944
Erzurum,2278,Erzurum,Middle East,Turkey,ERZ,39.955556,41.173611
Gaziantep,2279,Gaziantep,Middle East,Turkey,GZT,36.947183,37.478683
Gazipasa,2280,Gazipasa,Middle East,Turkey,GZP,36.2993,32.3014
Antakya,2281,Antakya,Middle East,Turkey,HTY,36.369604,36.282349
Igdir Airport,2282,Igdir,Middle East,Turkey,IGD,39.983056,43.866389
Isparta,2283,Isparta,Middle East,Turkey,ISE,37.866111,30.382222
Istanbul Ataturk,2284,Istanbul,Middle East,Turkey,IST,40.976667,28.815278
Istanbul Sabiha,2285,Istanbul,Middle East,Turkey,SAW,40.899444,29.309167
Izmir,2286,Izmir,Middle East,Turkey,ADB,38.283333,27.15
Kars,2287,Kars,Middle East,Turkey,KSY,40.551667,43.085833
Kayseri,2288,Kayseri,Middle East,Turkey,ASR,38.770386,35.495428
Kahramanmaras,2289,Kahramanmaras,Middle East,Turkey,KCM,37.534444,36.950556
Kocaeli,2290,Kocaeli,Middle East,Turkey,KCO,40.73503,30.08334
Kastamonu,2291,Kastamonu,Middle East,Turkey,KFS,41.305556,33.791111
Konya,2292,Konya,Middle East,Turkey,KYA,37.979167,32.562222
Kütahya,2293,Kütahya,Middle East,Turkey,KZR,39.111389,30.13
Malatya,2294,Malatya,Middle East,Turkey,MLX,38.435347,38.091006
Mardin,2295,Mardin,Middle East,Turkey,MQM,37.223336,40.631667
Merzifon,2296,Merzifon,Middle East,Turkey,MZH,40.829375,35.521992
Mus,2297,Mus,Middle East,Turkey,MSR,38.747769,41.661236
Nevsehir,2298,Nevsehir,Middle East,Turkey,NAV,38.771867,34.53455
Ordu/Giresun,2299,Ordu/Giresun,Middle East,Turkey,OGU,40.966667,38.066667
Zonguldak,2300,Zonguldak,Middle East,Turkey,ONQ,41.516667,32.1
Samsun Carsamba,2301,Samsun,Middle East,Turkey,SZF,41.25,36.55
Sanliurfa Guney Anadoulu Projesi,2302,Sanliurfa,Middle East,Turkey,GNY,37.44556,38.90216
Sanliurfa,2303,Sanliurfa,Middle East,Turkey,SFQ,37.085278,38.85
Sinop Airport,2304,Sinop,Middle East,Turkey,NOP,42.015833,35.066389
Sirnak,2305,Sirnak,Middle East,Turkey,NKT,37.362678,42.057563
Sivas,2306,Sivas,Middle East,Turkey,VAS,39.813889,36.904167
Siirt,2307,Siirt,Middle East,Turkey,SXZ,37.98,41.84
Tekirdag,2308,Tekirdag,Middle East,Turkey,TEQ,41.13825,27.91909
Tokat,2309,Tokat,Middle East,Turkey,TJK,40.302222,36.367778
Trabzon,2310,Trabzon,Middle East,Turkey,TZX,40.998611,39.776389
Van,2311,Van,Middle East,Turkey,VAN,38.458611,43.332222
Bursa,2312,Bursa,Middle East,Turkey,YEI,40.233333,29.55
Yuksekova,2313,Hakkari,Middle East,Turkey,YKO,37.555561,44.265939
Al Ghaydah,2314,Al Ghaydah,Middle East,Yemen,AAY,16.2,52.183333
Aden,2315,Aden,Middle East,Yemen,ADE,12.827778,45.030556
Ataq,2316,Ataq,Middle East,Yemen,AXK,14.55132,46.82618
Seiyun,2317,Seiyun,Middle East,Yemen,GXF,15.962732,48.78685
Hodeidah,2318,Hodeidah,Middle East,Yemen,HOD,14.747222,42.982778
Riyan Mukalla,2319,Riyan Mukalla,Middle East,Yemen,RIY,14.66264,49.37503
Sana'a,2320,Sana'a,Middle East,Yemen,SAH,15.478611,44.219167
Socotra,2321,Socotra,Middle East,Yemen,SCT,12.5,54
Taiz,2322,Taiz,Middle East,Yemen,TAI,13.688889,44.1375
St Barthelemy,2323,St Barthelemy,North America,Saint Barthelemy,SBH,17.9,-62.85
L.F. Wade International Airport,2324,Hamilton,North America,Bermuda,BDA,32.36404,-64.6787
Akulivik,2325,Akulivik,North America,Canada,AKV,60.81861,-78.14861
Colville Lake,2326,Colville Lake,North America,Canada,YCK,67.31,-125.67
Hay River,2327,Hay River,North America,Canada,YHY,60.841063,-115.781822
Kelsey,2328,Kelsey,North America,Canada,KES,56.016667,-96.5
Keewaywin,2329,Keewaywin,North America,Canada,KEW,52.992222,-92.838889
Kingfisher Lake,2330,Kingfisher Lake,North America,Canada,KIF,53.013889,-89.85
Aklavik,2331,Aklavik,North America,Canada,LAK,68.223333,-135.005833
Moncton,2332,Moncton,North America,Canada,YQM,46.11,-64.670001
Bella Coola,2333,Bella Coola,North America,Canada,QBC,52.3875,-126.595833
Sarnia,2334,Sarnia,North America,Canada,YZR,42.999877,-82.30957
Summer Beaver,2335,Summer Beaver,North America,Canada,SUR,52.715278,-88.5475
Winnipeg,2336,Winnipeg,North America,Canada,YWG,49.908124,-97.238961
Wunnummin Lake,2337,Wunnummin Lake,North America,Canada,WNN,52.916667,-89.166667
Bearskin Lake,2338,Bearskin Lake,North America,Canada,XBE,53.95,-90.983333
Kangiqsualujjuaq,2339,Kangiqsualujjuaq,North America,Canada,XGR,58.70973,-65.99267
Lac Brochet,2340,Lac Brochet,North America,Canada,XLB,58.6,-101.466667
Qualicum,2341,Qualicum,North America,Canada,XQU,49.35,-124.45
South Indian Lake,2342,South Indian Lake,North America,Canada,XSI,56.8,-98.916667
Tadoule Lake,2343,Tadoule Lake,North America,Canada,XTL,58.716667,-98.483333
Anahim Lake,2344,Anahim Lake,North America,Canada,YAA,52.45,-125.3
Arctic Bay,2345,Arctic Bay,North America,Canada,YAB,72.98222,-84.61361
Cat Lake,2346,Cat Lake,North America,Canada,YAC,51.716667,-91.816667
Fort Frances,2347,Fort Frances,North America,Canada,YAG,48.652778,-93.447222
Sault Ste Marie,2348,Sault Ste Marie,North America,Canada,YAM,46.483611,-84.507778
Maple Bay,2349,Maple Bay,North America,Canada,YAQ,48.816667,-123.616667
Attawapiskat,2350,Attawapiskat,North America,Canada,YAT,52.941667,-82.4
Angling Lake,2351,Angling Lake,North America,Canada,YAX,53.842172,-89.576039
St Anthony,2352,St Anthony,North America,Canada,YAY,51.39194,-56.08306
Tofino,2353,Tofino,North America,Canada,YAZ,49.076944,-125.776389
Kugaaruk,2354,Kugaaruk,North America,Canada,YBB,68.544444,-89.808056
Baie Comeau,2355,Baie Comeau,North America,Canada,YBC,49.133056,-68.207222
Uranium City,2356,Uranium City,North America,Canada,YBE,59.566667,-108.483333
Bagotville,2357,Bagotville,North America,Canada,YBG,48.322222,-70.988611
Bull Harbour,2358,Bull Harbour,North America,Canada,YBH,50.9,-127.916667
Baker Lake,2359,Baker Lake,North America,Canada,YBK,64.3,-96.083333
Campbell River,2360,Campbell River,North America,Canada,YBL,49.946389,-125.265556
Campbell River Harbor SPB,2361,Campbell River,North America,Canada,YHH,49.946389,-125.265556
Brandon,2362,Brandon,North America,Canada,YBR,49.9,-99.95
Brochet,2363,Brochet,North America,Canada,YBT,57.883333,-101.666667
Berens River,2364,Berens River,North America,Canada,YBV,52.355556,-97.016667
Blanc Sablon,2365,Blanc Sablon,North America,Canada,YBX,51.433333,-57.216667
Cambridge Bay,2366,Cambridge Bay,North America,Canada,YCB,69.09847,-105.134697
Nanaimo,2367,Nanaimo,North America,Canada,YCD,49.05,-123.866667
Nanaimo Harbour,2368,Nanaimo,North America,Canada,ZNA,49.169022,-123.935652
Cortes Bay,2369,Cortes Bay,North America,Canada,YCF,50.066667,-124.933333
Castlegar,2370,Castlegar,North America,Canada,YCG,49.295556,-117.632222
Charlo,2371,Charlo,North America,Canada,YCL,47.983333,-66.333333
Kugluktuk,2372,Kugluktuk,North America,Canada,YCO,67.833333,-115.083333
Cross Lake,2373,Cross Lake,North America,Canada,YCR,54.633333,-97.8
Chesterfield Inlet,2374,Chesterfield Inlet,North America,Canada,YCS,63.333333,-90.716667
Clyde River,2375,Clyde River,North America,Canada,YCY,70.416667,-68.5
Dawson City,2376,Dawson City,North America,Canada,YDA,64.041667,-139.120833
Deer Lake,2377,Deer Lake,North America,Canada,YDF,49.216667,-57.4
Dease Lake,2378,Dease Lake,North America,Canada,YDL,58.583333,-130.033333
Nain,2379,Nain,North America,Canada,YDP,56.533333,-61.666667
Dawson Creek,2380,Dawson Creek,North America,Canada,YDQ,55.733333,-120.183333
Edmonton International,2381,Edmonton,North America,Canada,YEG,53.309722,-113.579722
Arviat,2382,Arviat,North America,Canada,YEK,61.116667,-94.05
Yellowknife,2383,Yellowknife,North America,Canada,YZF,62.47,-114.450001
Fort Severn,2384,Fort Severn,North America,Canada,YER,56.033333,-87.833333
Inuvik / Mike Zubko,2385,Inuvik,North America,Canada,YEV,68.304167,-133.482778
Fort Albany,2386,Fort Albany,North America,Canada,YFA,52.204161,-81.679873
Iqaluit,2387,Iqaluit,North America,Canada,YFB,63.752222,-68.563889
Fredericton,2388,Fredericton,North America,Canada,YFC,45.866667,-66.533333
Fort Hope,2389,Fort Hope,North America,Canada,YFH,51.5,-88
Snare Lake,2390,Snare Lake,North America,Canada,YFJ,64.1839,-114.0672
Flin Flon,2391,Flin Flon,North America,Canada,YFO,54.683333,-101.683333
Fort Simpson,2392,Fort Simpson,North America,Canada,YFS,61.75,-121.23333
Gillies Bay,2393,Gillies Bay,North America,Canada,YGB,49.7,-124.533333
Gorge Harbor,2394,Gorge Harbor,North America,Canada,YGE,50.083333,-124.95
Ganges Harbor,2395,Ganges Harbor,North America,Canada,YGG,48.85,-123.5
Fort Good Hope,2396,Fort Good Hope,North America,Canada,YGH,66.240833,-128.650833
Kingston,2397,Kingston,North America,Canada,YGK,44.223306,-76.598396
La Grande,2398,La Grande,North America,Canada,YGL,53.629722,-77.706389
Gods Narrows,2399,Gods Narrows,North America,Canada,YGO,54.55,-94.483333
Gaspe,2400,Gaspe,North America,Canada,YGP,48.775278,-64.478611
Iles De La Madeleine,2401,Iles De La Madeleine,North America,Canada,YGR,47.366667,-61.900002
Igloolik,2402,Igloolik,North America,Canada,YGT,69.4,-81.816667
Havre St Pierre,2403,Havre St Pierre,North America,Canada,YGV,50.295481,-63.621826
Kuujjuarapik,2404,Kuujjuarapik,North America,Canada,YGW,55.279167,-77.766667
Gillam,2405,Gillam,North America,Canada,YGX,56.35,-94.7
Grise Fiord,2406,Grise Fiord,North America,Canada,YGZ,76.417778,-82.957222
Dryden,2407,Dryden,North America,Canada,YHD,49.831667,-92.744167
Ulukhaktok / Holman,2408,Ulukhaktok,North America,Canada,YHI,70.762778,-117.806111
Gjoa Haven,2409,Gjoa Haven,North America,Canada,YHK,68.637054,-95.878372
Hamilton,2410,Hamilton,North America,Canada,YHM,43.166944,-79.930556
Hopedale,2411,Hopedale,North America,Canada,YHO,55.448333,-60.229444
Poplar Hill,2412,Poplar Hill,North America,Canada,YHP,52.083333,-94.3
Chevery,2413,Chevery,North America,Canada,YHR,50.5,-59.5
Sechelt,2414,Sechelt,North America,Canada,YHS,49.466667,-123.75
Halifax International,2415,Halifax,North America,Canada,YHZ,44.883333,-63.516667
Pakuashipi,2416,Pakuashipi,North America,Canada,YIF,51.216667,-58.666667
Ivujivik,2417,Ivujivik,North America,Canada,YIK,62.41733,-77.92528
Pond Inlet,2418,Pond Inlet,North America,Canada,YIO,72.683333,-78
Island Lake,2419,Island Lake,North America,Canada,YIV,54.208333,-94.791667
Stephenville,2420,Stephenville,North America,Canada,YJT,48.533333,-58.55
Kamloops,2421,Kamloops,North America,Canada,YKA,50.699167,-120.438333
Kitchener / Waterloo,2422,Kitchener / Waterloo,North America,Canada,YKF,43.460833,-80.378611
Kangirsuk,2423,Kangirsuk,North America,Canada,YKG,60,-70
Schefferville,2424,Schefferville,North America,Canada,YKL,54.80528,-66.80528
Waskaganish,2425,Waskaganish,North America,Canada,YKQ,51.4875,-78.75
Chisasibi,2426,Chisasibi,North America,Canada,YKU,53.833333,-79
Kimmirut / Lake Harbour,2427,Kimmirut / Lake Harbour,North America,Canada,YLC,62.85,-69.883333
Wha Ti / Lac La Martre,2428,Wha Ti / Lac La Martre,North America,Canada,YLE,63.15,-117.266668
Lansdowne House,2429,Lansdowne House,North America,Canada,YLH,52.183333,-87.93
Lloydminster,2430,Lloydminster,North America,Canada,YLL,53.3,-110.000001
Kelowna,2431,Kelowna,North America,Canada,YLW,49.956111,-119.377778
Fort Mcmurray,2432,Fort Mcmurray,North America,Canada,YMM,56.677778,-111.266668
Makkovik,2433,Makkovik,North America,Canada,YMN,55.166667,-59.166667
Moosonee,2434,Moosonee,North America,Canada,YMO,51.291111,-80.604167
Port McNeil,2435,Port McNeil,North America,Canada,YMP,50.611111,-127.097222
Montreal St Hubert,2436,Montreal,North America,Canada,YHU,45.51667,-73.41667
Montreal Mirabel,2437,Montreal,North America,Canada,YMX,45.666667,-74.03
Montreal Pierre Elliott Trudeau,2438,Montreal,North America,Canada,YUL,45.463889,-73.75
Chibougamau,2439,Chibougamau,North America,Canada,YMT,49.778424,-74.527795
Natashquan,2440,Natashquan,North America,Canada,YNA,50.183333,-61.8
Wemindji,2441,Wemindji,North America,Canada,YNC,53,-78.816667
Norway House,2442,Norway House,North America,Canada,YNE,53.954167,-97.845833
Points North Landing,2443,Points North Landing,North America,Canada,YNL,58.275,-104.081111
North Spirit Lake,2444,North Spirit Lake,North America,Canada,YNO,52.49,-92.9711
Natuashish,2445,Natuashish,North America,Canada,YNP,55.913889,-61.184444
Nemiscau,2446,Nemiscau,North America,Canada,YNS,51.69105,-76.13621
Old Crow,2447,Old Crow,North America,Canada,YOC,67.583333,-139.833333
Oxford House,2448,Oxford House,North America,Canada,YOH,54.95,-95.283333
High Level,2449,High Level,North America,Canada,YOJ,58.618333,-117.168334
Ottawa Train Station,2450,Ottawa,North America,Canada,XDS,45.416317,-75.650675
Ottawa Gatineau,2451,Ottawa,North America,Canada,YND,45.52169,-75.56359
Ottawa International,2452,Ottawa,North America,Canada,YOW,45.320833,-75.672778
Prince Albert,2453,Prince Albert,North America,Canada,YPA,53.216667,-105.683333
Paulatuk,2454,Paulatuk,North America,Canada,YPC,69.36111,-124.05861
Inukjuak,2455,Inukjuak,North America,Canada,YPH,58.433333,-78.166667
Aupaluk,2456,Aupaluk,North America,Canada,YPJ,59.3,-69.666667
Pitt Meadows,2457,Pitt Meadows,North America,Canada,YPK,49.210932,-122.705455
Pickle Lake,2458,Pickle Lake,North America,Canada,YPL,51.44639,-90.21417
Pikangikum,2459,Pikangikum,North America,Canada,YPM,51.816667,-94
Port Menier,2460,Port Menier,North America,Canada,YPN,49.833333,-64.283333
Peawanuck,2461,Peawanuck,North America,Canada,YPO,54.983333,-85.433333
Prince Rupert Digby Island,2462,Prince Rupert,North America,Canada,YPR,54.287222,-130.440833
Powell River,2463,Powell River,North America,Canada,YPW,49.834135,-124.500589
Povungnituk,2464,Povungnituk,North America,Canada,YPX,60.033333,-77.166667
Fort Chipewyan,2465,Fort Chipewyan,North America,Canada,YPY,58.7625,-111.120833
Quebec,2466,Quebec,North America,Canada,YQB,46.79227,-71.38431
Quaqtaq,2467,Quaqtaq,North America,Canada,YQC,61.05,-69.63333
The Pas,2468,The Pas,North America,Canada,YQD,53.97139,-101.09111
Red Deer,2469,Red Deer,North America,Canada,YQF,52.176944,-113.893334
Windsor,2470,Windsor,North America,Canada,YQG,42.266702,-82.960596
Kenora,2471,Kenora,North America,Canada,YQK,49.7875,-94.358333
Lethbridge,2472,Lethbridge,North America,Canada,YQL,49.631944,-112.791668
Comox,2473,Comox,North America,Canada,YQQ,49.716667,-124.893333
Regina,2474,Regina,North America,Canada,YQR,50.433333,-104.653333
Thunder Bay,2475,Thunder Bay,North America,Canada,YQT,48.371944,-89.323889
Grande Prairie,2476,Grande Prairie,North America,Canada,YQU,55.184167,-118.894445
Gander,2477,Gander,North America,Canada,YQX,48.946667,-54.563333
Sydney,2478,Sydney,North America,Canada,YQY,46.166667,-60.05
Quesnel,2479,Quesnel,North America,Canada,YQZ,53.026667,-122.509722
Gameti (Rae Lakes),2480,Gameti,North America,Canada,YRA,64.129184,-117.416039
Resolute,2481,Resolute,North America,Canada,YRB,74.716667,-94.966667
Rigolet,2482,Rigolet,North America,Canada,YRG,54.333333,-58.416667
Red Lake,2483,Red Lake,North America,Canada,YRL,51.05,-93.816667
Red Sucker Lake,2484,Red Sucker Lake,North America,Canada,YRS,54.166667,-93.583333
Rankin Inlet,2485,Rankin Inlet,North America,Canada,YRT,62.75,-92.166667
Sudbury,2486,Sudbury,North America,Canada,YSB,46.616667,-80.8
Stony Rapids,2487,Stony Rapids,North America,Canada,YSF,59.25,-105.833333
Lutselke / Snowdrift,2488,Lutselke / Snowdrift,North America,Canada,YSG,62.418611,-110.075557
Saint John,2489,Saint John,North America,Canada,YSJ,45.316667,-65.883333
Sanikiluaq,2490,Sanikiluaq,North America,Canada,YSK,56.55,-79.216667
Fort Smith,2491,Fort Smith,North America,Canada,YSM,60.016667,-111.96667
Postville,2492,Postville,North America,Canada,YSO,54.916667,-59.966667
Ste Therese Point,2493,Ste Therese Point,North America,Canada,YST,53.8456,-94.8519
Salluit,2494,Salluit,North America,Canada,YZG,62.2,-75.633333
Sachs Harbour,2495,Sachs Harbour,North America,Canada,YSY,71.99088,-125.246887
Cape Dorset,2496,Cape Dorset,North America,Canada,YTE,64.233333,-76.533333
Sullivan Bay,2497,Sullivan Bay,North America,Canada,YTG,50.883333,-126.8
Thompson,2498,Thompson,North America,Canada,YTH,55.8,-97.866667
Big Trout,2499,Big Trout,North America,Canada,YTL,53.75,-90
Mont Tremblant,2500,Mont Tremblant,North America,Canada,YTM,46.515556,-74.755278
Toronto Island,2501,Toronto,North America,Canada,YTZ,43.6275,-79.39617
Toronto Pearson International,2502,Toronto,North America,Canada,YYZ,43.683333,-79.633333
Tasiujuaq,2503,Tasiujuaq,North America,Canada,YTQ,58.66712,-69.95729
Timmins,2504,Timmins,North America,Canada,YTS,48.566667,-81.366667
Tuktoyaktuk,2505,Tuktoyaktuk,North America,Canada,YUB,69.429103,-133.034477
Umiujaq,2506,Umiujaq,North America,Canada,YUD,56.55,-76.55
Repulse Bay,2507,Repulse Bay,North America,Canada,YUT,66.533333,-86.25
Hall Beach,2508,Hall Beach,North America,Canada,YUX,68.783333,-81.25
Rouyn,2509,Rouyn,North America,Canada,YUY,48.205556,-78.830556
Bonaventure,2510,Bonaventure,North America,Canada,YVB,48.05,-65.483333
La Ronge,2511,La Ronge,North America,Canada,YVC,55.151389,-105.261944
Qikiqtarjuaq,2512,Qikiqtarjuaq,North America,Canada,YVM,67.583333,-63.833333
Val D'Or,2513,Val D'Or,North America,Canada,YVO,48.052778,-77.782778
Kuujjuaq,2514,Kuujjuaq,North America,Canada,YVP,58.101944,-68.406667
Norman Wells,2515,Norman Wells,North America,Canada,YVQ,65.283333,-126.8
Vancouver Coal Harbour,2516,Vancouver,North America,Canada,CXH,49.29851,-123.10404
Vancouver International,2517,Vancouver,North America,Canada,YVR,49.187222,-123.185278
Deer Lake,2518,Deer Lake,North America,Canada,YVZ,52.6558,-94.0614
Kangiqsujuaq,2519,Kangiqsujuaq,North America,Canada,YWB,61.6,-71.95
Deline,2520,Deline,North America,Canada,YWJ,65.183333,-123.41667
Wabush,2521,Wabush,North America,Canada,YWK,52.95,-66.9
Williams Lake,2522,Williams Lake,North America,Canada,YWL,52.184722,-122.044444
Webequie,2523,Webequie,North America,Canada,YWP,52.959722,-87.368889
Whistler,2524,Whistler,North America,Canada,YWS,50.15,-122.966667
Wrigley,2525,Wrigley,North America,Canada,YWY,63.209722,-123.436667
Cranbrook,2526,Cranbrook,North America,Canada,YXC,49.61222,-115.78194
Saskatoon,2527,Saskatoon,North America,Canada,YXE,52.166667,-106.683333
Medicine Hat,2528,Medicine Hat,North America,Canada,YXH,50.015833,-110.720834
Fort St John,2529,Fort St John,North America,Canada,YXJ,56.233333,-120.733333
Sioux Lookout,2530,Sioux Lookout,North America,Canada,YXL,50.116667,-91.902778
Whale Cove,2531,Whale Cove,North America,Canada,YXN,62.233333,-92.6
Pangnirtung,2532,Pangnirtung,North America,Canada,YXP,66.133333,-65.733333
Prince George,2533,Prince George,North America,Canada,YXS,53.88694,-122.67849
Terrace,2534,Terrace,North America,Canada,YXT,54.465556,-128.574444
London,2535,London,North America,Canada,YXU,43.04,-81.15
Abbotsford,2536,Abbotsford,North America,Canada,YXX,49.025556,-122.361944
Whitehorse,2537,Whitehorse,North America,Canada,YXY,60.716667,-135.066667
Big Bay Yacht Club,2538,Big Bay Yacht Club,North America,Canada,YYA,50.4,-123.133333
North Bay,2539,North Bay,North America,Canada,YYB,46.365833,-79.421389
Calgary,2540,Calgary,North America,Canada,YYC,51.114084,-114.021263
Smithers,2541,Smithers,North America,Canada,YYD,54.825556,-127.180278
Fort Nelson,2542,Fort Nelson,North America,Canada,YYE,58.833333,-122.583333
Penticton,2543,Penticton,North America,Canada,YYF,49.464722,-119.6
Charlottetown,2544,Charlottetown,North America,Canada,YYG,46.286111,-63.130556
Taloyoak,2545,Taloyoak,North America,Canada,YYH,69.536198,-93.521118
Victoria Inner Harbor,2546,Victoria,North America,Canada,YWH,48.423989,-123.370628
Victoria International,2547,Victoria,North America,Canada,YYJ,48.648611,-123.423611
Churchill,2548,Churchill,North America,Canada,YYQ,58.739167,-94.065
Goose Bay,2549,Goose Bay,North America,Canada,YYR,53.316667,-60.4
St John's,2550,St John's,North America,Canada,YYT,47.616944,-52.75
Kapuskasing,2551,Kapuskasing,North America,Canada,YYU,49.4125,-82.470833
Mont Joli,2552,Mont Joli,North America,Canada,YYY,48.6,-68.2
Sandspit,2553,Sandspit,North America,Canada,YZP,53.254444,-131.812778
Coral Harbour,2554,Coral Harbour,North America,Canada,YZS,64.2,-83.366667
Port Hardy,2555,Port Hardy,North America,Canada,YZT,50.680556,-127.363889
Sept-Iles,2556,Sept-Iles,North America,Canada,YZV,50.223333,-66.265556
Trail,2557,Trail,North America,Canada,YZZ,49.055556,-117.609167
York Landing,2558,York Landing,North America,Canada,ZAC,56.089444,-96.089167
Bathurst,2559,Bathurst,North America,Canada,ZBF,47.629772,-65.738889
Bella Bella,2560,Bella Bella,North America,Canada,ZEL,52.18156,-128.15552
Eastmain River,2561,Eastmain,North America,Canada,ZEM,52.226389,-78.5225
Fort McPherson,2562,Fort McPherson,North America,Canada,ZFM,67.407778,-134.860278
Tulita / Fort Norman,2563,Tulita / Fort Norman,North America,Canada,ZFN,64.916667,-125.566668
Gods River,2564,Gods River,North America,Canada,ZGI,54.839722,-94.078611
Gethsemani,2565,Gethsemani,North America,Canada,ZGS,50.3339,-60.667201
Kashechewan,2566,Kashechewan,North America,Canada,ZKE,52.2825,-81.677778
Kegashka,2567,Kegashka,North America,Canada,ZKG,50.195833,-61.265833
La Tabatiere,2568,La Tabatiere,North America,Canada,ZLT,50.830833,-58.975556
