Airport,Airport_ID,City,Continent,Country,IATA/FAA,Latitude,Longitude
Suceava Salcea,1152,Suceava Salcea,Europe,Romania,SCV,47.689444,26.356111
Timisoara,1153,Timisoara,Europe,Romania,TSR,45.816667,21.333333
Tirgu Mures,1154,Tirgu Mures,Europe,Romania,TGM,46.467714,24.412525
Belgrade Nikola Tesla,1155,Belgrade,Europe,Serbia,BEG,44.819167,20.312222
Nis,1156,Nis,Europe,Serbia,INI,43.333889,21.851667
Abakan,1157,Abakan,Europe,Russia,ABA,53.716667,91.5
Sochi,1158,Sochi,Europe,Russia,AER,43.45,39.9333
Aldan,1159,Aldan,Europe,Russia,ADH,58.6,125.4
Anadyr,1160,Anadyr,Europe,Russia,DYR,64.733333,177.75
Anapa,1161,Anapa,Europe,Russia,AAQ,45.002097,37.347272
Arkhangelsk,1162,Arkhangelsk,Europe,Russia,ARH,64.600281,40.716667
Astrakhan,1163,Astrakhan,Europe,Russia,ASF,46.283333,48.006278
Barnaul,1164,Barnaul,Europe,Russia,BAX,53.364075,83.543472
Belgorod,1165,Belgorod,Europe,Russia,EGO,50.6438,36.5901
Batagay Airport,1166,Batagay,Europe,Russia,BQJ,67.648889,134.695
Belaya Gora Airport,1167,Belaya Gora,Europe,Russia,BGN,68.538056,146.185833
Blagoveschensk,1168,Blagoveschensk,Europe,Russia,BQS,50.416667,127.4
Bodaybo,1169,Bodaybo,Europe,Russia,ODO,57.862014,114.235239
Bratsk,1170,Bratsk,Europe,Russia,BTK,56.370556,101.698331
Briansk,1171,Briansk,Europe,Russia,BZK,53.266667,34.333333
Bugulma,1172,Bugulma,Europe,Russia,UUA,54.616667,52.816667
Cherskiy,1173,Cherskiy,Europe,Russia,CYX,68.75,161.35
Cheboksary,1174,Cheboksary,Europe,Russia,CSY,56.0903,47.3473
Chelyabinsk,1175,Chelyabinsk,Europe,Russia,CEK,55.3,61.5
Cherepovets,1176,Cherepovets,Europe,Russia,CEE,59.274828,38.017502
Chita,1177,Chita,Europe,Russia,HTA,52.033333,113.3
Chokurdah,1178,Chokurdah,Europe,Russia,CKH,70.633333,147.883333
Mendeleyevo,1179,Yuzhno-Kurilsk,Europe,Russia,DEE,43.958401,145.682999
Dikson,1180,Dikson,Europe,Russia,DKS,73.516667,80.366668
Deputatsky,1181,Deputatsky,Europe,Russia,DPT,69.3925,139.901944
Ekaterinburg,1182,Ekaterinburg,Europe,Russia,SVX,56.743108,60.802728
Elista,1183,Elista,Europe,Russia,ESL,46.366667,44.333333
Beloyarsky,1184,Beloyarsky,Europe,Russia,EYK,63.6833,66.6833
Berezovo,1185,Berezovo,Europe,Russia,EZV,63.9167,65.0167
Gelendzik,1186,Gelendzik,Europe,Russia,GDZ,44.566667,38.016667
Grozny,1187,Grozny,Europe,Russia,GRV,43.298385,45.788784
Hatanga,1188,Hatanga,Europe,Russia,HTG,71.966667,102.500001
Khanty-Mansiysk,1189,Khanty-Mansiysk,Europe,Russia,HMA,61.028333,69.086667
Igarka,1190,Igarka,Europe,Russia,IAA,67.433333,86.633333
Inta,1191,Inta,Europe,Russia,INA,66.054901,60.110664
Irkutsk,1192,Irkutsk,Europe,Russia,IKT,52.266667,104.416667
Igrim,1193,Igrim,Europe,Russia,IRM,63.2,64.45
Ivanovo,1194,Ivanova,Europe,Russia,IWA,56.941667,40.933333
Izhevsk,1195,Izhevsk,Europe,Russia,IJK,56.833333,53.466667
Joshkar-Ola,1196,Joshkar-Ola,Europe,Russia,JOK,56.705069,47.895158
Kaliningrad,1197,Kaliningrad,Europe,Russia,KGD,54.89005,20.592633
Kaluga,1198,Kaluga,Europe,Russia,KLF,54.5,36.266667
Kazan,1199,Kazan,Europe,Russia,KZN,55.606186,49.278728
Kemerovo,1200,Kemerovo,Europe,Russia,KEJ,55.270094,86.107208
Kogalym,1201,Kogalym,Europe,Russia,KGP,62.195833,74.533611
Khabarovsk Novy,1202,Khabarovsk Novy,Europe,Russia,KHV,48.516667,135.183333
Kirovsk,1203,Kirovsk,Europe,Russia,KVK,67.583333,33.583333
Kirov,1204,Kirov,Europe,Russia,KVX,58.5,49.35
Komsomolsk Na Amure,1205,Komsomolsk Na Amure,Europe,Russia,KXK,50.4,136.95
Kotlas,1206,Kotlas,Europe,Russia,KSZ,61.233333,46.7
Keperveyem,1207,Keperveyem,Europe,Russia,KPW,67.846944,166.138889
Krasnoyarsk,1208,Krasnoyarsk,Europe,Russia,KJA,56.172947,92.493278
Krasnodar,1209,Krasnodar,Europe,Russia,KRR,45.066667,38.916667
Kurgan,1210,Kurgan,Europe,Russia,KRO,55.433333,65.3
Kursk,1211,Kursk,Europe,Russia,URS,51.75,36.266667
Markovo,1212,Markovo,Europe,Russia,KVM,64.665278,170.414167
Kavalerovo,1213,Kavalerovo,Europe,Russia,KVR,44.2725,135.0289
Kyzyl,1214,Kyzyl,Europe,Russia,KYZ,51.7,94.466667
Lipetsk,1215,Lipetsk,Europe,Russia,LPK,52.703227,39.537907
Magadan,1216,Magadan,Europe,Russia,GDX,59.916667,150.716667
Magnitogorsk,1217,Magnitogorsk,Europe,Russia,MQF,53.393131,58.755661
Makhachkala,1218,Makhachkala,Europe,Russia,MCX,42.816822,47.652294
Mineralnye Vody,1219,Mineralnye Vody,Europe,Russia,MRV,44.216667,43.1
Mirny,1220,Mirny,Europe,Russia,MJZ,62.533333,114.033334
Moscow Domodedovo,1221,Moscow,Europe,Russia,DME,55.4,37.8833
Moscow Sheremetyevo,1222,Moscow,Europe,Russia,SVO,55.972778,37.414722
Moscow Vnukovo,1223,Moscow,Europe,Russia,VKO,55.583333,37.266667
Zhukovsky International,1224,Moscow,Europe,Russia,ZIA,55.408611,37.906111
Moma Airport,1225,Khonnu,Europe,Russia,MQJ,66.455833,143.253056
Murmansk,1226,Murmansk,Europe,Russia,MMK,68.781208,32.753034
Mys Kamennyy,1227,Mys Kamennyy,Europe,Russia,YMK,68.46843,73.59573
Naberezhnye Chelny,1228,Naberezhnye Chelny,Europe,Russia,NBC,55.566667,52.1
Nadym,1229,Nadym,Europe,Russia,NYM,65.483333,72.716667
Nalchik,1230,Nalchik,Europe,Russia,NAL,43.512856,43.636583
Naryan-Mar,1231,Naryan-Mar,Europe,Russia,NNM,67.616667,53.15
Magas,1232,Nazran,Europe,Russia,IGT,43.3193,45.013
Neryungri,1233,Neryungri,Europe,Russia,NER,56.65,124.6
Nizhniy Novgorod,1234,Nizhniy Novgorod,Europe,Russia,GOJ,56.230119,43.784042
Nizhnevartovsk,1235,Nizhnevartovsk,Europe,Russia,NJC,60.95,76.483333
Nogliki,1236,Nogliki,Europe,Russia,NGK,51.816667,143.11666
Nojabrxsk,1237,Nojabrxsk,Europe,Russia,NOJ,63.183333,75.27
Norilsk,1238,Norilsk,Europe,Russia,NSK,69.316667,87.316667
Novokuzinetsk,1239,Novokuzinetsk,Europe,Russia,NOZ,53.809977,86.87748
Novy Urengoy,1240,Novy Urengoy,Europe,Russia,NUX,66.083333,76.516667
Nyagan,1241,Nyagan,Europe,Russia,NYA,62.1017,65.6025
Nyurba Airport,1242,Nyurba,Europe,Russia,NYR,63.297222,118.346944
Okha,1243,Okha,Europe,Russia,OHH,53.5172,142.8839
Ohotsk,1244,Ohotsk,Europe,Russia,OHO,59.416667,143.05
Omsk,1245,Omsk,Europe,Russia,OMS,54.966667,73.3
Olenyok,1246,Olenyok,Europe,Russia,ONK,68.515556,112.479167
Orenburg,1247,Orenburg,Europe,Russia,REN,51.79579,55.45674
Orsk,1248,Orsk,Europe,Russia,OSW,51.072506,58.595586
Novosibirsk,1249,Novosibirsk,Europe,Russia,OVB,55.0167,82.6167
Sovetsky,1250,Sovetsky,Europe,Russia,OVS,61.3172,63.6007
Pechora,1251,Pechora,Europe,Russia,PEX,65.116667,57.133333
Penza,1252,Penza,Europe,Russia,PEZ,53.11,45.023333
Perm,1253,Perm,Europe,Russia,PEE,57.914517,56.021214
St Petersburg Pulkovo,1254,St Petersburg,Europe,Russia,LED,59.8,30.3
Petrozavodsk,1255,Petrozavodsk,Europe,Russia,PES,61.885161,34.154744
Petropavlovsk-Kamchatsky,1256,Petropavlovsk-Kamchats,Europe,Russia,PKC,53.16789,158.45367
Pevek,1257,Pevek,Europe,Russia,PWE,69.783333,170.6
Polyarnyj,1258,Polyarnyj,Europe,Russia,PYJ,66.416667,112.05
Pskov,1259,Pskov,Europe,Russia,PKV,57.783917,28.395614
Gorno-Altaysk,1260,Gorno-Altaysk,Europe,Russia,RGK,51.9667,85.8333
Rostov-on-Don,1261,Rostov-on-Don,Europe,Russia,ROV,47.258208,39.818089
Salehard,1262,Salehard,Europe,Russia,SLY,66.583333,66.6
Samara,1263,Samara,Europe,Russia,KUF,53.5,50.15
Saratov,1264,Saratov,Europe,Russia,RTW,51.566667,46.066667
Saransk,1265,Saransk,Europe,Russia,SKX,54.166667,45.166667
Srednekolymsk,1266,Srednekolymsk,Europe,Russia,SEK,67.479722,153.735
Shakhtyorsk,1267,Shakhtyorsk,Europe,Russia,EKS,49.190486,142.083462
Stavropol,1268,Stavropol,Europe,Russia,STW,45.109165,42.112778
Surgut,1269,Surgut,Europe,Russia,SGC,61.343694,73.401842
Suntar,1270,Suntar,Europe,Russia,SUY,62.184722,117.636111
Strzhewoi,1271,Strzhewoi,Europe,Russia,SWT,60.5,77
Severo-Evensk,1272,Evensk,Europe,Russia,SWV,61.924444,159.231111
Syktyvkar,1273,Syktyvkar,Europe,Russia,SCW,61.64705,50.84505
Tambov,1274,Tambov,Europe,Russia,TBW,52.805,41.48333
Podkamennaya Tunguska,1275,Podkamennaya Tunguska,Europe,Russia,TGP,61.59,89.973333
Turukhansk,1276,Turukhansk,Europe,Russia,THX,65.8,87.93
Tiksi,1277,Tiksi,Europe,Russia,IKS,71.7,128.9
Plastun,1278,Plastun,Europe,Russia,TLY,44.8147,136.2917
Tomsk,1279,Tomsk,Europe,Russia,TOF,56.383333,85.211666
Tarko-Sale,1280,Tarko-Sale,Europe,Russia,TQL,64.92134,77.797356
Tynda,1281,Tynda,Europe,Russia,TYD,55.283333,124.733333
Tyumen,1282,Tyumen,Europe,Russia,TJM,57.189567,65.3243
Olyokminsk Airport,1283,Olyokminsk,Europe,Russia,OLZ,60.398889,120.468611
Ufa,1284,Ufa,Europe,Russia,UFA,54.558128,55.86462
Ust-Kuyga,1285,Ust-Kuyga,Europe,Russia,UKG,70.011111,135.646667
Ukhta,1286,Ukhta,Europe,Russia,UCT,63.566667,53.8
Baikal International,1287,Ulan-Ude,Europe,Russia,UUD,51.807764,107.437644
Lensk Airport,1288,Lensk,Europe,Russia,ULK,60.720556,114.825833
Ulyanovsk Baratayevka,1289,Ulyanovsk,Europe,Russia,ULV,54.268333,48.22666
Ulyanovsk,1290,Ulyanovsk,Europe,Russia,ULY,54.401017,48.802656
Ust-Maya,1291,Ust-Maya,Europe,Russia,UMS,60.358056,134.437778
Uraj,1292,Uraj,Europe,Russia,URJ,60.116667,64.833333
Usinsk,1293,Usinsk,Europe,Russia,USK,66.005177,57.366829
Ust-Nera Airport,1294,Ust-Nera,Europe,Russia,USR,64.549444,143.110833
Ust-Kut,1295,Ust-Kut,Europe,Russia,UKX,56.85,105.733333
Velikij Ustyug,1296,Velikij Ustyug,Europe,Russia,VUS,60.766667,46.316667
Ust-Tsilma,1297,Ust-Tsilma,Europe,Russia,UTS,65.433333,52.198889
Verkhnevilyuysk,1298,Verkhnevilyuysk,Europe,Russia,VHV,63.457634,120.251894
Vladivostok,1299,Vladivostok,Europe,Russia,VVO,43.39895,132.14802
Vladikavkaz,1300,Vladikavkaz,Europe,Russia,OGZ,43.2,44.6
Volgograd,1301,Volgograd,Europe,Russia,VOG,48.782528,44.345544
Vorkuta,1302,Vorkuta,Europe,Russia,VKT,67.483333,63.983333
Voronezh,1303,Voronezh,Europe,Russia,VOZ,51.814211,39.229589
Vilyuysk,1304,Vilyuysk,Europe,Russia,VYI,63.754825,121.692213
Magan,1305,Yakutsk,Europe,Russia,GYG,62.107222,129.559444
Yakutsk,1306,Yakutsk,Europe,Russia,YKS,62.09325,129.77067
Yaroslavl,1307,Yaroslavl,Europe,Russia,IAR,57.5607,40.1574
Yuzhno-Sakhalinsk,1308,Yuzhno-Sakhalinsk,Europe,Russia,UUS,46.888672,142.717531
Zhigansk,1309,Zhigansk,Europe,Russia,ZIX,66.796667,123.361389
Zyryanka Airport,1310,Zyryanka,Europe,Russia,ZKP,65.738333,150.707778
Arvidsjaur,1311,Arvidsjaur,Europe,Sweden,AJR,65.591389,19.285556
Borlange Dala,1312,Borlange Dala,Europe,Sweden,BLE,60.423333,15.518056
Gallivare,1313,Gallivare,Europe,Sweden,GEV,67.134444,20.816667
Gothenburg Landvetter,1314,Gothenburg,Europe,Sweden,GOT,57.666667,12.283333
Gothenburg Save,1315,Gothenburg,Europe,Sweden,GSE,57.768333,11.867778
Hagfors,1316,Hagfors,Europe,Sweden,HFS,60.0175,13.569167
Halmstad,1317,Halmstad,Europe,Sweden,HAD,56.6833,12.8194
Helsingborg Angelholm,1318,Helsingborg,Europe,Sweden,AGH,56.293056,12.8625
Helsingborg Hlpt,1319,Helsingborg,Europe,Sweden,JHE,56.033333,12.7
Hemavan,1320,Hemavan,Europe,Sweden,HMV,65.806111,15.082778
Jonkoping Axamo,1321,Jonkoping Axamo,Europe,Sweden,JKG,57.758611,14.071944
Kalmar,1322,Kalmar,Europe,Sweden,KLR,56.685,16.287222
Karlstad,1323,Karlstad,Europe,Sweden,KSD,59.361667,13.469444
Kiruna,1324,Kiruna,Europe,Sweden,KRN,67.822222,20.345833
Kramfors,1325,Kramfors,Europe,Sweden,KRF,63.049444,17.772778
Kristianstad,1326,Kristianstad,Europe,Sweden,KID,55.919444,14.088889
Linkoping City,1327,Linkoping,Europe,Sweden,LPI,58.4062,15.6805
Lulea Kallax,1328,Lulea Kallax,Europe,Sweden,LLA,65.5447,22.1278
Lycksele Hedlunda,1329,Lycksele Hedlunda,Europe,Sweden,LYC,64.533333,18.716667
Malmo Sturup,1330,Malmo,Europe,Sweden,MMX,55.527778,13.368611
Mora-Siljan,1331,Mora,Europe,Sweden,MXX,60.957908,14.511383
Norrkoping Kungsangen,1332,Norrkoping Kungsangen,Europe,Sweden,NRK,58.583333,16.25
Orebro,1333,Orebro,Europe,Sweden,ORB,59.223733,15.037956
Ornskoldsvik,1334,Ornskoldsvik,Europe,Sweden,OER,63.408333,18.991667
Oskarshamn,1335,Oskarshamn,Europe,Sweden,OSK,57.350453,16.497972
Ostersund Froesoe,1336,Ostersund,Europe,Sweden,OSD,63.196496,14.489937
Pajala,1337,Pajala,Europe,Sweden,PJA,67.246667,23.075
Ronneby,1338,Ronneby,Europe,Sweden,RNB,56.258333,15.261111
Skelleftea,1339,Skelleftea,Europe,Sweden,SFT,64.625,21.078333
Stockholm Arlanda,1340,Stockholm,Europe,Sweden,ARN,59.661944,17.933889
Stockholm Bromma,1341,Stockholm,Europe,Sweden,BMA,59.352778,17.946389
Stockholm Skavsta,1342,Stockholm,Europe,Sweden,NYO,58.788636,16.912189
Stockholm Vasteras,1343,Stockholm,Europe,Sweden,VST,59.589167,16.630556
Sundsvall Midlanda,1344,Sundsvall,Europe,Sweden,SDL,62.533333,17.45
Sveg,1345,Sveg,Europe,Sweden,EVG,62.047811,14.42295
Torsby Fryklanda,1346,Torsby Fryklanda,Europe,Sweden,TYF,60.133333,13
Trollhattan,1347,Trollhattan,Europe,Sweden,THN,58.319587,12.342453
Umea,1348,Umea,Europe,Sweden,UME,63.793611,20.284444
Vaxjo,1349,Vaxjo,Europe,Sweden,VXO,56.933333,14.733333
Vilhelmina Sagadal,1350,Vilhelmina Sagadal,Europe,Sweden,VHM,64.616667,16.65
Visby,1351,Visby,Europe,Sweden,VBY,57.663056,18.349444
Ljubljana,1352,Ljubljana,Europe,Slovenia,LJU,46.224722,14.460833
Maribor,1353,Maribor,Europe,Slovenia,MBX,46.479,15.686
Bratislava,1354,Bratislava,Europe,Slovakia,BTS,48.166667,17.216667
Kosice,1355,Kosice,Europe,Slovakia,KSC,48.666667,21.25
Poprad-Tatry,1356,Poprad,Europe,Slovakia,TAT,49.071944,20.240278
Sliac,1357,Sliac,Europe,Slovakia,SLD,48.633333,19.133333
Berdiansk,1358,Berdiansk,Europe,Ukraine,ERD,46.733333,36.783333
Chernivtsi,1359,Chernivtsi,Europe,Ukraine,CWC,48.266667,25.966667
Dnipro,1360,Dnipro,Europe,Ukraine,DNK,48.357222,35.100556
Ivano-Frankivsk,1361,Ivano-Frankivsk,Europe,Ukraine,IFO,48.883333,24.683333
Kharkiv,1362,Kharkiv,Europe,Ukraine,HRK,49.933333,36.283333
Kherson,1363,Kherson,Europe,Ukraine,KHE,46.675278,32.627778
Kyiv Zhuliany,1364,Kyiv,Europe,Ukraine,IEV,50.4019,30.4508
Kyiv Boryspil,1365,Kyiv,Europe,Ukraine,KBP,50.35,30.9167
Luhansk,1366,Luhansk,Europe,Ukraine,VSG,48.417381,39.374125
Lviv,1367,Lviv,Europe,Ukraine,LWO,49.8125,23.956111
Mariupol,1368,Mariupol,Europe,Ukraine,MPW,47.1,37.55
Mykolaiv,1369,Mykolaiv,Europe,Ukraine,NLV,47.05,31.916667
Odesa Central,1370,Odesa,Europe,Ukraine,ODS,46.433333,30.683333
Vinnytsia,1371,Vinnytsia,Europe,Ukraine,VIN,49.233333,28.483333
Zaporizhia,1372,Zaporizhia,Europe,Ukraine,OZH,47.8675,35.315833
Aberdeen,1373,Aberdeen,Europe,United Kingdom,ABZ,57.204167,-2.198056
Alderney,1374,Alderney,Europe,United Kingdom,ACI,49.706944,-2.215278
Anglesey,1375,Anglesey,Europe,United Kingdom,VLY,53.25,-4.54
Barra,1376,Barra,Europe,United Kingdom,BRR,57.023333,-7.440278
Belfast International,1377,Belfast,Europe,United Kingdom,BFS,54.653333,-6.224722
Belfast City,1378,Belfast,Europe,United Kingdom,BHD,54.616667,-5.883333
Benbecula,1379,Benbecula,Europe,United Kingdom,BEB,57.482222,-7.364722
Birmingham,1380,Birmingham,Europe,United Kingdom,BHX,52.453056,-1.746389
Blackpool,1381,Blackpool,Europe,United Kingdom,BLK,53.771944,-3.036111
Bournemouth,1382,Bournemouth,Europe,United Kingdom,BOH,50.780556,-1.836944
Bristol,1383,Bristol,Europe,United Kingdom,BRS,51.381667,-2.708889
Campbeltown,1384,Campbeltown,Europe,United Kingdom,CAL,55.436389,-5.686667
Cardiff,1385,Cardiff,Europe,United Kingdom,CWL,51.3975,-3.346667
Ronaldsway,1386,Castletown,Europe,United Kingdom,IOM,54.0825,-4.627778
Cambridge,1387,Cambridge,Europe,United Kingdom,CBG,52.2,0.183333
Chester,1388,Chester,Europe,United Kingdom,CEG,53.178056,-2.977778
Coll Island,1389,Coll Island,Europe,United Kingdom,COL,56.616667,-6.616667
Colonsay Is,1390,Colonsay Is,Europe,United Kingdom,CSA,56.083333,-6.2
Derry,1391,Derry,Europe,United Kingdom,LDY,55.043333,-7.153333
Doncaster Sheffield,1392,Doncaster,Europe,United Kingdom,DSA,53.475278,-1.003889
Dundee,1393,Dundee,Europe,United Kingdom,DND,56.452778,-3.008333
Edinburgh,1394,Edinburgh,Europe,United Kingdom,EDI,55.9497,-3.3635
Eday,1395,Eday,Europe,United Kingdom,EOI,59.19123,-2.769842
Exeter,1396,Exeter,Europe,United Kingdom,EXT,50.734167,-3.421667
Fair Isle,1397,Fair Isle,Europe,United Kingdom,FIE,59.5,-1.666667
Foula,1398,Foula,Europe,United Kingdom,FOA,60.166667,-2.083333
Glasgow International,1399,Glasgow,Europe,United Kingdom,GLA,55.866667,-4.433333
Glasgow Prestwick,1400,Glasgow,Europe,United Kingdom,PIK,55.503056,-4.575556
Gloucestershire,1401,Gloucester,Europe,United Kingdom,GLO,51.894167,-2.167222
Humberside,1402,Humberside,Europe,United Kingdom,HUY,53.583333,-0.35
Inverness,1403,Inverness,Europe,United Kingdom,INV,57.5425,-4.048333
Islay Glenegedale,1404,Islay,Europe,United Kingdom,ILY,55.6819,-6.2542
Jersey,1405,Jersey,Europe,United Kingdom,JER,49.211111,-2.216667
Leeds Bradford,1406,Leeds,Europe,United Kingdom,LBA,53.8653,-1.6547
Lands End,1407,Lands End,Europe,United Kingdom,LEQ,50.102778,-5.670556
Liverpool,1408,Liverpool,Europe,United Kingdom,LPL,53.338333,-2.866667
London City,1409,London,Europe,United Kingdom,LCY,51.503753,0.048512
London Gatwick,1410,London,Europe,United Kingdom,LGW,51.148056,-0.196667
London Heathrow,1411,London,Europe,United Kingdom,LHR,51.471389,-0.452778
London Luton,1412,London,Europe,United Kingdom,LTN,51.878704,-0.375705
London Southend,1413,London,Europe,United Kingdom,SEN,51.5728,0.7014
London Stansted,1414,London,Europe,United Kingdom,STN,51.883333,0.233333
Lydd,1415,Lydd,Europe,United Kingdom,LYX,50.95,0.933333
Manchester,1416,Manchester,Europe,United Kingdom,MAN,53.353333,-2.276667
Durham Tees Valley,1417,Durham,Europe,United Kingdom,MME,54.516667,-1.416667
Kent International Airport (Manston),1418,Manston,Europe,United Kingdom,MSE,51.35,1.35
Sanday,1419,Sanday,Europe,United Kingdom,NDY,59.25,-2.583333
Newcastle,1420,Newcastle,Europe,United Kingdom,NCL,55.037778,-1.686667
Newquay,1421,Newquay,Europe,United Kingdom,NQY,50.439444,-4.994722
Norwich,1422,Norwich,Europe,United Kingdom,NWI,52.683333,1.283333
East Midlands,1423,Nottingham,Europe,United Kingdom,EMA,52.83,-1.329444
North Ronaldsay,1424,North Ronaldsay,Europe,United Kingdom,NRL,59.370278,-2.433333
Oban Connel,1425,Oban,Europe,United Kingdom,OBN,56.4635,-5.399667
Orkney Kirkwall,1426,Orkney,Europe,United Kingdom,KOI,58.958611,-2.966667
Papa Westray,1427,Papa Westray,Europe,United Kingdom,PPW,59.351667,-2.900278
Papa Stour,1428,Papa Stour,Europe,United Kingdom,PSV,60.316667,-1.7
Isles of Scilly St. Mary's,1429,Isles Of Scilly,Europe,United Kingdom,ISC,49.92382,-6.297913
Southampton,1430,Southampton,Europe,United Kingdom,SOU,50.951667,-1.351944
Stronsay,1431,Stronsay,Europe,United Kingdom,SOY,59.156484,-2.641869
Stornoway,1432,Stornoway,Europe,United Kingdom,SYY,58.216111,-6.329167
Sumburgh Shetlands,1433,Sumburgh,Europe,United Kingdom,LSI,59.881111,-1.293056
Sumburgh Lerwick / Tingwall,1434,Sumburgh,Europe,United Kingdom,LWK,60.191944,-1.243611
Tiree,1435,Tiree,Europe,United Kingdom,TRE,56.500556,-6.871389
Wick,1436,Wick,Europe,United Kingdom,WIC,58.456944,-3.086667
Westray,1437,Westray,Europe,United Kingdom,WRY,59.35,-2.95
Cabinda,1438,Cabinda,Africa,Angola,CAB,-5.583333,12.2
Catumbela,1439,Catumbela,Africa,Angola,CBT,-12.483333,13.483333
Luanda,1440,Luanda,Africa,Angola,LAD,-8.853056,13.236111
Luena,1441,Luena,Africa,Angola,LUO,-11.768554,19.89521
Malange,1442,Malange,Africa,Angola,MEG,-9.533333,16.333333
Namibe,1443,Namibe,Africa,Angola,MSZ,-15.208611,12.160833
Huambo,1444,Huambo,Africa,Angola,NOV,-12.805556,15.757222
Nzagi,1445,Nzagi,Africa,Angola,NZA,-7.716081,21.358066
Lubango,1446,Lubango,Africa,Angola,SDD,-14.924444,13.576667
Menongue,1447,Menongue,Africa,Angola,SPP,-14.6375,17.725556
Kuito,1448,Kuito,Africa,Angola,SVP,-12.404167,16.956667
Soyo,1449,Soyo,Africa,Angola,SZA,-6.14109,12.3718
Saurimo,1450,Saurimo,Africa,Angola,VHC,-9.75,20.55
Ongiva,1451,Ongiva,Africa,Angola,VPE,-17.05,15.7
Bobo Dioulasso,1452,Bobo Dioulasso,Africa,Burkina Faso,BOY,11.163611,-4.324444
Ouagadougou,1453,Ouagadougou,Africa,Burkina Faso,OUA,12.352778,-1.512778
Bujumbura,1454,Bujumbura,Africa,Burundi,BJM,-3.323889,29.318333
Cotonou,1455,Cotonou,Africa,Benin,COO,6.354167,2.385556
Kasane,1456,Kasane,Africa,Botswana,BBK,-17.83288,25.1624
Francistown,1457,Francistown,Africa,Botswana,FRW,-21.16,27.4825
Gaborone,1458,Gaborone,Africa,Botswana,GBE,-24.55522,25.91821
Maun,1459,Maun,Africa,Botswana,MUB,-19.970833,23.430556
Bukavu,1460,Bukavu,Africa,DR Congo,BKY,-2.3,28.816667
Bumba,1461,Bumba,Africa,DR Congo,BMB,2.19,22.473333
Beni,1462,Beni,Africa,DR Congo,BNC,0.566667,29.466667
Bunia,1463,Bunia,Africa,DR Congo,BUX,1.571667,30.212778
Lubumbashi,1464,Lubumbashi,Africa,DR Congo,FBM,-11.591369,27.529678
Kinshasa N'Djili,1465,Kinshasa,Africa,DR Congo,FIH,-4.383333,15.433334
Kisangani,1466,Kisangani,Africa,DR Congo,FKI,0.48164,25.338
Kalemie,1467,Kalemie,Africa,DR Congo,FMI,-5.878333,29.245278
Goma,1468,Goma,Africa,DR Congo,GOM,-1.67,29.235
Isiro,1469,Isiro,Africa,DR Congo,IRP,2.781944,27.630833
Kapanga,1470,Kapanga,Africa,DR Congo,KAP,-8.5,22.666667
Kindu,1471,Kindu,Africa,DR Congo,KND,-2.9225,25.913889
Lisala,1472,Lisala,Africa,DR Congo,LIQ,2.172222,21.495833
Lodja,1473,Lodja,Africa,DR Congo,LJA,-3.397222,23.444444
Lusanga,1474,Lusanga,Africa,DR Congo,LUS,-4.9,26
Mbuji Mayi,1475,Mbuji Mayi,Africa,DR Congo,MJM,-6.15,23.633334
Bangui,1476,Bangui,Africa,Central African Republic,BGF,4.396111,18.520278
Bozoum,1477,Bozoum,Africa,Central African Republic,BOZ,6.416667,16.583333
Carnot,1478,Carnot,Africa,Central African Republic,CRF,4.983333,15.933333
Brazzaville,1479,Brazzaville,Africa,Congo,BZV,-4.251944,15.254722
Loubomo,1480,Loubomo,Africa,Congo,DIS,-4.205556,12.661389
Makabana,1481,Makabana,Africa,Congo,KMK,-3.483333,12.616667
Pointe Noire,1482,Pointe Noire,Africa,Congo,PNR,-4.810556,11.885833
Abidjan,1483,Abidjan,Africa,Ivory Coast,ABJ,5.256389,-3.926944
Bouake,1484,Bouake,Africa,Ivory Coast,BYK,7.739444,-5.069167
Korhogo,1485,Korhogo,Africa,Ivory Coast,HGO,9.413889,-5.616667
Odienne,1486,Odienne,Africa,Ivory Coast,KEO,9.49,-7.570833
Man,1487,Man,Africa,Ivory Coast,MJC,7.27207,-7.58736
San Pedro,1488,San Pedro,Africa,Ivory Coast,SPY,4.730278,-6.626944
Douala,1489,Douala,Africa,Cameroon,DLA,4.013333,9.709167
Garoua,1490,Garoua,Africa,Cameroon,GOU,9.336111,13.375556
Maroua,1491,Maroua,Africa,Cameroon,MVR,10.452222,14.256389
Ngaoundere,1492,Ngaoundere,Africa,Cameroon,NGE,7.356389,13.561389
Yaounde Nsimalen,1493,Yaounde,Africa,Cameroon,NSI,3.72256,11.55327
Boa Vista,1494,Boa Vista,Africa,Cape Verde,BVC,16.13489,-22.890508
Vila Do Maio,1495,Maio,Africa,Cape Verde,MMO,15.25,-23.166667
Praia,1496,Praia,Africa,Cape Verde,RAI,14.925278,-23.503056
Sao Filipe,1497,Sao Filipe,Africa,Cape Verde,SFL,14.885,-24.48
Sal,1498,Sal,Africa,Cape Verde,SID,16.745,-22.951667
Sao Nicolau,1499,Sao Nicolau,Africa,Cape Verde,SNE,16.586944,-24.288611
Sao Vicente,1500,Sao Vicente,Africa,Cape Verde,VXE,16.85,-24.966667
Djibouti,1501,Djibouti,Africa,Djibouti,JIB,11.546667,43.158889
